courseNumber,name,departmentCode,description,credits,professorName
ACCTG 151,Introductory Financial Accounting I,ACCTG,,,
ACCTG 152,Introductory Financial Accounting II,ACCTG,,,
ACCTG 197,Special Topics,ACCTG,,,
ACCTG 199,Foreign Studies,ACCTG,,,
ACCTG 201,Introduction to Financial Accounting,ACCTG,,,
ACCTG 202,Introduction to Managerial Accounting,ACCTG,,,
ACCTG 211,Financial and Managerial Accounting for Decision Making,ACCTG,,,
ACCTG 211H,Financial and Managerial Accounting for Decision Making,ACCTG,,,
ACCTG 285,Introduction to Cyber Fraud,ACCTG,,,
ACCTG 296,Independent Studies,ACCTG,,,
ACCTG 297,Special Topics,ACCTG,,,
ACCTG 299,Foreign Studies,ACCTG,,,
ACCTG 305,Financial Statements and Management Decisions,ACCTG,,,
ACCTG 310,Federal Taxation I,ACCTG,,,
ACCTG 312,Accounting Technology Lab,ACCTG,,,
ACCTG 340,Cost Accounting,ACCTG,,,
ACCTG 371,Intermediate Accounting I,ACCTG,,,
ACCTG 397,Special Topics,ACCTG,,,
ACCTG 399,Foreign Studies,ACCTG,,,
ACCTG 403,Auditing,ACCTG,,,
ACCTG 403W,Auditing,ACCTG,,,
ACCTG 404,Managerial Accounting: Economic Perspective,ACCTG,,,
ACCTG 405,Principles of Taxation I,ACCTG,,,
ACCTG 406,Principles of Taxation II,ACCTG,,,
ACCTG 410,Federal Taxation II,ACCTG,,,
ACCTG 411,Accounting Practicum:  VITA,ACCTG,,,
ACCTG 417,Corporate and Managerial Communication,ACCTG,,,
ACCTG 422,Accounting Systems,ACCTG,,,
ACCTG 423,Accounting Data Analytics,ACCTG,,,
ACCTG 426,Financial Statement Analysis,ACCTG,,,
ACCTG 431,Advanced Auditing,ACCTG,,,
ACCTG 432,Accounting Information Systems,ACCTG,,,
ACCTG 440,Advanced Management Accounting,ACCTG,,,
ACCTG 450,Advanced Accounting,ACCTG,,,
ACCTG 461,International Accounting,ACCTG,,,
ACCTG 462,Governmental and Not-for-Profit Accounting,ACCTG,,,
ACCTG 471,Intermediate Financial Accounting I,ACCTG,,,
ACCTG 472,Intermediate Financial Accounting II,ACCTG,,,
ACCTG 473,Advanced Financial Accounting,ACCTG,,,
ACCTG 481,Financial Statement Analysis: Accounting Based Evaluation and Decision     Making,ACCTG,,,
ACCTG 483,Forensic Accounting,ACCTG,,,
ACCTG 494,Research Project,ACCTG,,,
ACCTG 494H,Research Project,ACCTG,,,
ACCTG 495,Internship,ACCTG,,,
ACCTG 496,Independent Studies,ACCTG,,,
ACCTG 497,Special Topics,ACCTG,,,
ACCTG 498,Special Topics,ACCTG,,,
ACCTG 499,Foreign Studies,ACCTG,,,
AFR 105,African Biodiversity and Conservation,AFR,,,
AFR 110N,Introduction to Contemporary Africa,AFR,,,
AFR 132,Afro-Hispanic Civilization,AFR,,,
AFR 150,Africa in Cinema,AFR,,,
AFR 191,Early African History,AFR,,,
AFR 192,Modern African History,AFR,,,
AFR 192H,Modern African History,AFR,,,
AFR 197,Special Topics,AFR,,,
AFR 199,Foreign Studies,AFR,,,
AFR 202N,"Women, Gender, and Feminisms in Africa",AFR,,,
AFR 205,Development and Sustainability in Africa,AFR,,,
AFR 209,Poverty in Africa,AFR,,,
AFR 230N,Language and Social Justice,AFR,,,
AFR 233,Connecting Social Movements: U.S. Civil Rights and African Liberation,AFR,,,
AFR 234,"Environment, Climate Change and Resilience in Africa",AFR,,,
AFR 294,Research Project,AFR,,,
AFR 297,Special Topics,AFR,,,
AFR 299,Foreign Studies,AFR,,,
AFR 305,Introduction to Global Health Issues,AFR,,,
AFR 310,"Language Rights, Policy, and Planning",AFR,,,
AFR 335,African Art,AFR,,,
AFR 382,Language and Culture in Africa,AFR,,,
AFR 395,Internship,AFR,,,
AFR 397,Special Topics,AFR,,,
AFR 399,Foreign Studies,AFR,,,
AFR 403,South Africa Today,AFR,,,
AFR 405,African Studies Methodologies,AFR,,,
AFR 434,War and Development in Africa,AFR,,,
AFR 435N,Black Ecologies,AFR,,,
AFR 440,Globalization and Its Implications,AFR,,,
AFR 443,Ethnic Conflict in Africa,AFR,,,
AFR 444,Resource Governance in Africa,AFR,,,
AFR 446,Topics in African Art,AFR,,,
AFR 447,Topics in the Art of the African Diaspora,AFR,,,
AFR 449,Sport in African History,AFR,,,
AFR 454,Government and Politics of Africa,AFR,,,
AFR 464,Extractive Industries in Africa,AFR,,,
AFR 479,History of Imperialism and Nationalism in Africa,AFR,,,
AFR 494,Research Project,AFR,,,
AFR 495,Internship,AFR,,,
AFR 496,Independent Studies,AFR,,,
AFR 497,Special Topics,AFR,,,
AFR 499,Foreign Studies,AFR,,,
AGBM 101,Economic Principles of Agribusiness Decision Making,AGBM,,,
AGBM 102,Economics of the Food System,AGBM,,,
AGBM 106,Agribusiness Problem Solving,AGBM,,,
AGBM 170,Investigating the U.S. Food System: How food moves from field to table,AGBM,,,
AGBM 170N,Investigating the U.S. Food System: How food moves from field to table,AGBM,,,
AGBM 199,Foreign Studies - Agribusiness Management,AGBM,,,
AGBM 200,Introduction to Agricultural Business Management,AGBM,,,
AGBM 296,Independent Studies,AGBM,,,
AGBM 297,Special Topics,AGBM,,,
AGBM 299,Foreign Studies - Agribusiness Management,AGBM,,,
AGBM 302,Food Product Marketing,AGBM,,,
AGBM 308W,Strategic Decision Making in Agribusiness,AGBM,,,
AGBM 320,Markets and Prices: Analysis and Forecasting,AGBM,,,
AGBM 338,Agribusiness in the Global Economy,AGBM,,,
AGBM 399,Foreign Studies - Agribusiness Management,AGBM,,,
AGBM 407,Farm Planning and Financial Management,AGBM,,,
AGBM 408,Financial Decision Making for Agribusiness,AGBM,,,
AGBM 420,Agribusiness Markets &amp; Prices,AGBM,,,
AGBM 430,U.S. Food and Agricultural Policy,AGBM,,,
AGBM 440,Food Product Innovation Management,AGBM,,,
AGBM 445,AgTech Entrepreneurship,AGBM,,,
AGBM 455,Retail Horticulture Business Management,AGBM,,,
AGBM 460,Managing the Food System,AGBM,,,
AGBM 470A,Comparing Agricultural and Food Systems in the US and France: Lecture,AGBM,,,
AGBM 470B,Comparing Agricultural and Food Systems in the United States and France:   Travel,AGBM,,,
AGBM 494,Undergraduate Research,AGBM,,,
AGBM 494H,Honors Thesis,AGBM,,,
AGBM 495A,Internship in Agribusiness and Rural Development,AGBM,,,
AGBM 495B,Internship in International Agribusiness,AGBM,,,
AGBM 496,Independent Studies,AGBM,,,
AGBM 497,Special Topics,AGBM,,,
AGBM 499,Foreign Studies - Agribusiness Management,AGBM,,,
AGRO 410W,Physiology of Agricultural Crops,AGRO,,,
AGRO 423,Forage Crop Management,AGRO,,,
AGRO 425,Field Crop Management,AGRO,,,
AGRO 438,Principles of Weed Management,AGRO,,,
AGRO 460,Advances and Applications of Plant Biotechnology,AGRO,,,
AGRO 495,Internship,AGRO,,,
AGRO 496,Independent Studies,AGRO,,,
AGRO 496A,**SPECIAL TOPICS**,AGRO,,,
AGRO 497,Special Topics,AGRO,,,
ANTH 100N,Anthropology of Race and Racism,ANTH,,,
ANTH 120,First Farmers,ANTH,,,
ANTH 129N,Chocolate Worlds,ANTH,,,
ANTH 140,Anthropology of Alcohol,ANTH,,,
ANTH 146,Indigenous North America,ANTH,,,
ANTH 150N,Human Nature: The Science of Extreme Altruism and Violence,ANTH,,,
ANTH 150Q,Human Nature: The Science of Extreme Altruism and Violence,ANTH,,,
ANTH 152,Hunters and Gatherers,ANTH,,,
ANTH 197,Special Topics,ANTH,,,
ANTH 199,Foreign Studies,ANTH,,,
ANTH 210N,"Anthropology, Ancestry, and You",ANTH,,,
ANTH 216N,Sex and Evolution,ANTH,,,
ANTH 219N,Spillover: The Anthropology of Emerging Infectious Diseases,ANTH,,,
ANTH 220,Anthropology and Art/ifacts,ANTH,,,
ANTH 221N,Ancient Maya: Sacred Blood &amp; Conjured Serpent,ANTH,,,
ANTH 222N,Archaeology of Domesticated Animals,ANTH,,,
ANTH 240N,Livelihoods and Ecosystems: Anthropological Approaches to Human-Environment Interaction,ANTH,,,
ANTH 290,Impact Anthropology,ANTH,,,
ANTH 294,Research Project,ANTH,,,
ANTH 296,Independent Studies,ANTH,,,
ANTH 297,Special Topics,ANTH,,,
ANTH 299,Foreign Studies,ANTH,,,
ANTH 303,Race and Gender in the Americas: Latin American and Caribbean Cultures,ANTH,,,
ANTH 321W,Intellectual Background of Archaeology,ANTH,,,
ANTH 395,Internship,ANTH,,,
ANTH 399,Foreign Studies,ANTH,,,
ANTH 401,Human Evolution: The Material Evidence,ANTH,,,
ANTH 403,Evolution of Human Walking,ANTH,,,
ANTH 405,Primatology,ANTH,,,
ANTH 408,Anthropological Demography,ANTH,,,
ANTH 410,Osteology,ANTH,,,
ANTH 411,Skeletal Forensic Anthropology,ANTH,,,
ANTH 412,Settlement Demography,ANTH,,,
ANTH 413,Molecular Forensic Anthropology,ANTH,,,
ANTH 414,Microbial Insights into Anthropology,ANTH,,,
ANTH 416,The Evolution of Human Mating,ANTH,,,
ANTH 418,Medical Anthropology,ANTH,,,
ANTH 419,Anthropology and One Health,ANTH,,,
ANTH 420,Archaeology of the Near East,ANTH,,,
ANTH 422,Meso-American Archaeology and Ethnography,ANTH,,,
ANTH 423,The Evolution of American Indian Culture,ANTH,,,
ANTH 424,Andean Ethnology and Archaeology,ANTH,,,
ANTH 425,Zooarchaeology,ANTH,,,
ANTH 426W,Archaeological Laboratory Analysis,ANTH,,,
ANTH 427W,Forensic Archaeology,ANTH,,,
ANTH 428,Archaeological Methods and Theory,ANTH,,,
ANTH 430,Ancient Brews,ANTH,,,
ANTH 432,Environmental Archaeology,ANTH,,,
ANTH 433,Archaeological Ethics and Law,ANTH,,,
ANTH 434N,Black Ecologies,ANTH,,,
ANTH 435,Ancient Economy,ANTH,,,
ANTH 439W,Studies in Classical and Ancient Mediterranean Archaeology,ANTH,,,
ANTH 444,The Evolution of War,ANTH,,,
ANTH 445W,Ethnographic Film,ANTH,,,
ANTH 446,Mating and Marriage,ANTH,,,
ANTH 448,Ethnography of the United States,ANTH,,,
ANTH 453,Anthropology of Religion,ANTH,,,
ANTH 457,"Jewish Communities: Identity, Survival, and Transformation in Unexpected   Places",ANTH,,,
ANTH 458,Ethnographic Field Methods,ANTH,,,
ANTH 460,Human Genetics,ANTH,,,
ANTH 460H,Honors Human Genetics,ANTH,,,
ANTH 461,Molecular Anthropology,ANTH,,,
ANTH 466,The Skull,ANTH,,,
ANTH 475H,Anthropology of Food Honors,ANTH,,,
ANTH 476W,Anthropology of Gender,ANTH,,,
ANTH 479,"Tradition, Modernity, and Cultural Change in South Asian Societies",ANTH,,,
ANTH 480,Anthropology Museum Studies,ANTH,,,
ANTH 492,Intermediate Field Methods,ANTH,,,
ANTH 493,Field Techniques,ANTH,,,
ANTH 494,Research Project,ANTH,,,
ANTH 494H,Research Project,ANTH,,,
ANTH 495,Internship,ANTH,,,
ANTH 496,Independent Studies,ANTH,,,
ANTH 497,Special Topics,ANTH,,,
ANTH 499,Foreign Studies,ANTH,,,
ARCH 100,Architecture and Ideas,ARCH,,,
ARCH 121,Visual Communications I,ARCH,,,
ARCH 122,Visual Communications II,ARCH,,,
ARCH 130A,Basic Design and Research I,ARCH,,,
ARCH 130B,Basic Design and Research II,ARCH,,,
ARCH 131,Basic Design Studio I,ARCH,,,
ARCH 132,Basic Design Studio II,ARCH,,,
ARCH 170N,Introduction to Sustainable Architecture,ARCH,,,
ARCH 197,Special Topics,ARCH,,,
ARCH 199,Foreign Studies--Architecture,ARCH,,,
ARCH 203,Materials and Building Construction I,ARCH,,,
ARCH 204,Materials and Building Construction II,ARCH,,,
ARCH 210,Ideas Across Time in Architecture and Urbanism,ARCH,,,
ARCH 231,Architectural Design I,ARCH,,,
ARCH 232,Architectural Design II,ARCH,,,
ARCH 296,Independent Studies,ARCH,,,
ARCH 297,Special Topics,ARCH,,,
ARCH 299,Foreign Studies--Architecture,ARCH,,,
ARCH 311W,Architectural and Planning Theories,ARCH,,,
ARCH 316,Analysis of Human Settlements: Cities,ARCH,,,
ARCH 317,Theory of Modern Japanese Architecture,ARCH,,,
ARCH 331,Architectural Design III,ARCH,,,
ARCH 332,Architectural Design IV,ARCH,,,
ARCH 380,Building Environmental Systems I,ARCH,,,
ARCH 381,Building Environmental Systems II,ARCH,,,
ARCH 397,Special Topics,ARCH,,,
ARCH 399,Foreign Studies,ARCH,,,
ARCH 410,Building Material Reclamation &amp; Reuse,ARCH,,,
ARCH 412,Integrative Energy and Environmental Design,ARCH,,,
ARCH 419,Design Research and Architectural Programming,ARCH,,,
ARCH 441,Architectural Design Analysis,ARCH,,,
ARCH 442,Architectural Design Analysis,ARCH,,,
ARCH 451,Architectural Professional Practice,ARCH,,,
ARCH 480,Technical Systems Integration,ARCH,,,
ARCH 481,Digital Design Media,ARCH,,,
ARCH 482,Foundations in Shape Grammars,ARCH,,,
ARCH 491,Architectural Design Research Studio - Directed,ARCH,,,
ARCH 492H,Architectural Design Studio,ARCH,,,
ARCH 495,Advanced Architectural and Related Design/Construction Work Experience II,ARCH,,,
ARCH 496,Independent Studies,ARCH,,,
ARCH 496H,Independent Study - Honors,ARCH,,,
ARCH 497,Special Topics,ARCH,,,
ARCH 499,Foreign Studies,ARCH,,,
ARCH 499A,Rome Study-Architectural Design,ARCH,,,
ARCH 499B,Architectural Analysis,ARCH,,,
ARCH 499C,Urban Studies,ARCH,,,
ARCH 499F,Architectural Design Foreign Study,ARCH,,,
ART 100,Concepts and Creation in the Visual Arts,ART,,,
ART 101,Introduction to Web Design,ART,,,
ART 102,Beginning Computer Aided Design for Artists,ART,,,
ART 110,Ideas as Visual Images,ART,,,
ART 111,Ideas as Objects,ART,,,
ART 116N,Art of Mathematics,ART,,,
ART 122Y,Commentary on Art,ART,,,
ART 133,Introduction to Traditional Wooden Boatbuilding,ART,,,
ART 144,"Climate Change: Arts, Agency and Activism",ART,,,
ART 160N,"STEAM: Connecting Art to Science, Technology, Engineering and Mathematics",ART,,,
ART 165,Artistic Concepts of Space,ART,,,
ART 166,Artistic Concepts of Form,ART,,,
ART 168,The Digital Medium,ART,,,
ART 170N,Plant and Microbial Art,ART,,,
ART 175N,Intersections Between Art and Psychology,ART,,,
ART 197,Special Topics,ART,,,
ART 198,Special Topics,ART,,,
ART 199,Foreign Studies--Art,ART,,,
ART 207N,"LGBTQ+ Identity, Culture and The Arts",ART,,,
ART 211,Introduction to Digital Art and Design Criticism,ART,,,
ART 211Y,Introduction to Digital Art and Design Criticism,ART,,,
ART 220,Figure Drawing,ART,,,
ART 223,"Drawing: Techniques, Materials, and Tools",ART,,,
ART 230,Beginning Sculpture,ART,,,
ART 240,Beginning Printmaking,ART,,,
ART 250,Beginning Oil Painting,ART,,,
ART 260,Water Media,ART,,,
ART 265,Artistic Concepts of Color,ART,,,
ART 266,Artistic Concepts of Light,ART,,,
ART 269,Methods and Materials I,ART,,,
ART 280,Beginning Ceramics,ART,,,
ART 290,Beginning Photography,ART,,,
ART 296,Independent Studies,ART,,,
ART 297,Special Topics,ART,,,
ART 297N,Special Topics - GenEd,ART,,,
ART 299,Foreign Study--Art,ART,,,
ART 320,Advanced Drawing,ART,,,
ART 330,Intermediate Sculpture: Metal Fabrication and Mixed-media,ART,,,
ART 331,Intermediate Sculpture: Metal Casting and Mold-Making,ART,,,
ART 340,Printmaking,ART,,,
ART 341,Intermediate Printmaking:  Intaglio/Relief,ART,,,
ART 342,Intermediate Printmaking:  Lithography/Serigraphy,ART,,,
ART 350,Intermediate Painting,ART,,,
ART 365,Themes and Issues I,ART,,,
ART 366,Themes and Issues II,ART,,,
ART 380,Intermediate Throwing,ART,,,
ART 381,Intermediate Handbuilding,ART,,,
ART 397,Special Topics,ART,,,
ART 399,Foreign Study--Art,ART,,,
ART 404,Art and Life: Where They Intersect,ART,,,
ART 409,Museum Studies,ART,,,
ART 411,Seminar in Contemporary Art,ART,,,
ART 413,Performance Art,ART,,,
ART 421,Drawing,ART,,,
ART 422,Advanced Figure Drawing,ART,,,
ART 430,Advanced Sculpture,ART,,,
ART 431,Installation Art,ART,,,
ART 432,Flexible Molds: Parting Seams and Sculptural Concepts,ART,,,
ART 433,Sustainable Studio,ART,,,
ART 434,Found and Fabricated: Found Objects in Sculpture,ART,,,
ART 438,The Body: Issues and Objects,ART,,,
ART 440,Advanced Printmaking,ART,,,
ART 446,Artists Books,ART,,,
ART 450,Advanced Painting,ART,,,
ART 455,Advanced Painting Critique,ART,,,
ART 465,Individual Approaches I,ART,,,
ART 466W,Individual Approaches II,ART,,,
ART 468,The Intermediate Digital Medium,ART,,,
ART 469,Methods and Materials II,ART,,,
ART 476,History and Theory of Digital Art,ART,,,
ART 477,Curator's Workshop,ART,,,
ART 480,Advanced Ceramic Arts,ART,,,
ART 494,Research Projects Courses,ART,,,
ART 495,Internship,ART,,,
ART 496,Independent Studies,ART,,,
ART 496H,Independent Studies,ART,,,
ART 497,Special Topics,ART,,,
ART 499,Foreign Studies--Art,ART,,,
ASTRO 116,Introduction to Astronomy for Educators,ASTRO,,,
ASTRO 120,The Big Bang Universe,ASTRO,,,
ASTRO 130,Black Holes in the Universe,ASTRO,,,
ASTRO 140,Life in the Universe,ASTRO,,,
ASTRO 141N,Film and Extraterrestrial Life: Science Fact or Fiction?,ASTRO,,,
ASTRO 150,Sustainability in astronomy:  Preserving dark and quiet skies,ASTRO,,,
ASTRO 191,Introduction to Astrophysics,ASTRO,,,
ASTRO 199,Foreign Studies,ASTRO,,,
ASTRO 237W,Astronomy Communications,ASTRO,,,
ASTRO 291,Astronomical Methods and the Solar System,ASTRO,,,
ASTRO 292,Astronomy of the Distant Universe,ASTRO,,,
ASTRO 296,Independent Studies,ASTRO,,,
ASTRO 297,Special Topics,ASTRO,,,
ASTRO 320W,Observational Astronomy Laboratory,ASTRO,,,
ASTRO 401,Fundamentals of Planetary Science and Astronomy,ASTRO,,,
ASTRO 402W,"Astronomical Telescopes, Techniques, and Data Analysis",ASTRO,,,
ASTRO 410,Computational Astrophysics,ASTRO,,,
ASTRO 414,Stellar Structure and Evolution,ASTRO,,,
ASTRO 415,Introduction to Astrostatistics,ASTRO,,,
ASTRO 416,Data Science Applications to Astronomy,ASTRO,,,
ASTRO 420W,Planets and Planetary System Formation,ASTRO,,,
ASTRO 440,Introduction to Astrophysics,ASTRO,,,
ASTRO 442,Astrophysical Fluid Dynamics,ASTRO,,,
ASTRO 451,Astronomical Techniques,ASTRO,,,
ASTRO 475W,Stars and Galaxies,ASTRO,,,
ASTRO 476,The Search for Extraterrestrial Intelligence,ASTRO,,,
ASTRO 480,Galaxies and Cosmology,ASTRO,,,
ASTRO 485,Introduction to High-Energy Astronomy,ASTRO,,,
ASTRO 494H,Honors Thesis,ASTRO,,,
ASTRO 496,Independent Studies,ASTRO,,,
ASTRO 497,Special Topics,ASTRO,,,
ASTRO 499,Foreign Studies,ASTRO,,,
BIOL 110,Biology:  Basic Concepts and Biodiversity,BIOL,,,
BIOL 110H,Honors Biology: Basic Concepts and Biodiversity,BIOL,,,
BIOL 110S,Biology:  Basic Concepts and Biodiversity,BIOL,,,
BIOL 114,Biology: Basic Concepts and Biodiversity - Lecture,BIOL,,,
BIOL 115,Biology: Basic Concepts and Biodiversity - Lab,BIOL,,,
BIOL 116,Biology: Basic Concepts and Biodiversity - FRI Lab,BIOL,,,
BIOL 127,Introduction to Plant Biology,BIOL,,,
BIOL 128,Investigations in Anatomy with Cadavers,BIOL,,,
BIOL 129,Mammalian Anatomy,BIOL,,,
BIOL 133,Genetics and Evolution of the Human Species,BIOL,,,
BIOL 141,Introduction to Human Physiology,BIOL,,,
BIOL 142,Physiology Laboratory,BIOL,,,
BIOL 144,Climate Change: Biological Impacts,BIOL,,,
BIOL 155,Introduction to the Biology of Aging,BIOL,,,
BIOL 160N,Fitness with Exercise Physiology,BIOL,,,
BIOL 161,Human Anatomy and Physiology I - Lecture,BIOL,,,
BIOL 162,Human Anatomy and Physiology I - Laboratory,BIOL,,,
BIOL 163,Human Anatomy and Physiology II - Lecture,BIOL,,,
BIOL 164,Human Anatomy and Physiology II - Laboratory,BIOL,,,
BIOL 169N,What it means to be human,BIOL,,,
BIOL 177,Biology of Sex,BIOL,,,
BIOL 199,Foreign Studies,BIOL,,,
BIOL 220M,Honors Biology: Populations and Communities,BIOL,,,
BIOL 220W,Biology:  Populations and Communities,BIOL,,,
BIOL 222,Genetics,BIOL,,,
BIOL 224,Biology: Populations and Communities - Lecture,BIOL,,,
BIOL 225W,Biology: Populations and Communities - Lab,BIOL,,,
BIOL 225,is a 1-credit laboratory course that accompanies,BIOL,,,
BIOL 230M,Honors Biology: Molecules and Cells,BIOL,,,
BIOL 230W,Biology:  Molecules and Cells,BIOL,,,
BIOL 234,Biology: Molecules and Cells - Lecture,BIOL,,,
BIOL 235W,Biology: Molecules and Cells - Lab,BIOL,,,
BIOL 236W,Biology: Molecules and Cells - FRI Lab,BIOL,,,
BIOL 240M,Honors Biology: Function and Development of Organisms,BIOL,,,
BIOL 240W,Biology:  Function and Development of Organisms,BIOL,,,
BIOL 244,Biology: Function and Development of Organisms - Lecture,BIOL,,,
BIOL 245W,Biology: Function and Development of Organisms - Lab,BIOL,,,
BIOL 251,Peer Leadership in Biology,BIOL,,,
BIOL 261,Reading Seminar in the Health Professions,BIOL,,,
BIOL 294,Research Project,BIOL,,,
BIOL 296,Independent Studies,BIOL,,,
BIOL 296G,Special Topics,BIOL,,,
BIOL 296H,Independent Studies,BIOL,,,
BIOL 297,Special Topics,BIOL,,,
BIOL 322,Genetic Analysis,BIOL,,,
BIOL 399,Foreign Studies,BIOL,,,
BIOL 400,Teaching in Biology,BIOL,,,
BIOL 402W,Biological Experimental Design,BIOL,,,
BIOL 403,Biological Writing and Communication for Research,BIOL,,,
BIOL 404,Cellular Mechanisms in Vertebrate Physiology,BIOL,,,
BIOL 405,Molecular Evolution,BIOL,,,
BIOL 406,Symbiosis,BIOL,,,
BIOL 407,Plant Developmental Anatomy,BIOL,,,
BIOL 408,Genetics and Personalized Medicine,BIOL,,,
BIOL 409,Biology of Aging,BIOL,,,
BIOL 411,Medical Embryology,BIOL,,,
BIOL 412,Ecology of Infectious Diseases,BIOL,,,
BIOL 413,Cell Signaling and Regulation,BIOL,,,
BIOL 414,Taxonomy of Seed Plants,BIOL,,,
BIOL 415,Ecotoxicology,BIOL,,,
BIOL 416,Biology of Cancer,BIOL,,,
BIOL 417,Invertebrate Zoology,BIOL,,,
BIOL 418,Biology of Human Infectious Diseases,BIOL,,,
BIOL 419,Ecological and Environmental Problem Solving,BIOL,,,
BIOL 420,Paleobotany,BIOL,,,
BIOL 421,Comparative Anatomy of Vertebrates,BIOL,,,
BIOL 422,Advanced Genetics,BIOL,,,
BIOL 424,Seeds of Change:  The Uses of Plants,BIOL,,,
BIOL 425,Biology of Fungi,BIOL,,,
BIOL 426,Developmental Neurobiology,BIOL,,,
BIOL 427,Evolution,BIOL,,,
BIOL 428,Population Genetics,BIOL,,,
BIOL 429,Animal Behavior,BIOL,,,
BIOL 430,Developmental Biology,BIOL,,,
BIOL 431,Reproductive Biology,BIOL,,,
BIOL 432,Developmental Genetics,BIOL,,,
BIOL 433,Evolution of Vertebrates,BIOL,,,
BIOL 434,Pathobiology of Emerging Infectious Disease,BIOL,,,
BIOL 435,Ecology of Lakes and Streams,BIOL,,,
BIOL 436,Population Ecology and Global Climate Change,BIOL,,,
BIOL 437,Histology,BIOL,,,
BIOL 439,Practical Bioinformatics,BIOL,,,
BIOL 440,Evolution of Infectious Diseases,BIOL,,,
BIOL 441,Plant Physiology,BIOL,,,
BIOL 442,Evolutionary Medicine,BIOL,,,
BIOL 443,Evo-devo: Evolution of Developmental Mechanisms,BIOL,,,
BIOL 444,Field Ecology,BIOL,,,
BIOL 445,Molecular Ecology,BIOL,,,
BIOL 446,Physiological Ecology,BIOL,,,
BIOL 448,Ecology of Plant Reproduction,BIOL,,,
BIOL 449,Ecological Importance of Native Plants,BIOL,,,
BIOL 450W,Experimental Field Biology,BIOL,,,
BIOL 451,Biology of RNA,BIOL,,,
BIOL 455,Stem Cell Biology and Therapy,BIOL,,,
BIOL 459,Plant Tissue Culture and Biotechnology,BIOL,,,
BIOL 460,Human Genetics,BIOL,,,
BIOL 460H,Honors Human Genetics,BIOL,,,
BIOL 461,Contemporary Issues in Science and Medicine,BIOL,,,
BIOL 462,History of Biology,BIOL,,,
BIOL 463,General Ecology,BIOL,,,
BIOL 464,Sociobiology,BIOL,,,
BIOL 465,Network analysis of biological systems,BIOL,,,
BIOL 467,Molecular Basis of Neurological Diseases,BIOL,,,
BIOL 469,Neurobiology,BIOL,,,
BIOL 470,Functional and Integrative Neuroscience,BIOL,,,
BIOL 472,Human Physiology,BIOL,,,
BIOL 473,Laboratory in Mammalian Physiology,BIOL,,,
BIOL 474,Astrobiology,BIOL,,,
BIOL 475,Human Pathophysiology,BIOL,,,
BIOL 476,Advanced Human Anatomy - cadaver based,BIOL,,,
BIOL 477,Biology Cadaver Dissection,BIOL,,,
BIOL 478,HUMAN NEUROANATOMY,BIOL,,,
BIOL 479,General Endocrinology,BIOL,,,
BIOL 482,Coastal Biology,BIOL,,,
BIOL 483,Coastal Biology Travel Experience,BIOL,,,
BIOL 484,Biodiversity of Pennsylvania,BIOL,,,
BIOL 487,Advanced Cadaver Dissection,BIOL,,,
BIOL 489,Biology of Ecohealth in Tanzania,BIOL,,,
BIOL 492,Senior Seminar in Biology,BIOL,,,
BIOL 494,Research Project,BIOL,,,
BIOL 494H,Research Project - Honors,BIOL,,,
BIOL 495,Internship in Biology,BIOL,,,
BIOL 496,Independent Studies,BIOL,,,
BIOL 496H,Independent Studies - Honors,BIOL,,,
BIOL 497,Special Topics,BIOL,,,
BIOL 498,Special Topics,BIOL,,,
BIOL 498A,**SPECIAL TOPICS**,BIOL,,,
BIOL 499,Foreign Studies,BIOL,,,
BIOL 499A,Tropical Field Ecology,BIOL,,,
BME 100,Biomedical Engineering Seminar,BME,,,
BME 201,Fundamentals of Cells and Molecules,BME,,,
BME 301,Analysis of Physiological Systems,BME,,,
BME 303,Bio-continuum Mechanics,BME,,,
BME 313,Thermodynamics for Biomedical Engineering,BME,,,
BME 399,Foreign Studies,BME,,,
BME 401,Numerical Simulations in Biomedical Engineering,BME,,,
BME 402,Biomedical Instrumentation and Measurements,BME,,,
BME 403,Biomedical Instrumentation Laboratory,BME,,,
BME 406,Medical Imaging,BME,,,
BME 408,Solid Mechanics of Biological Materials,BME,,,
BME 409,Biofluid Mechanics,BME,,,
BME 410,Biomedical Applications of Microfluidics,BME,,,
BME 413,Mass Transport in Biological Systems,BME,,,
BME 419,Artificial Organs and Prosthetic Devices,BME,,,
BME 423,Reaction Kinetics of Biological Systems,BME,,,
BME 429,Biomedical Mechanics and Techniques Laboratory,BME,,,
BME 433,Drug Delivery,BME,,,
BME 437,Biomedical Data Science for Bioengineers,BME,,,
BME 440,Biomedical Engineering Professional Seminar,BME,,,
BME 443,Biomedical Materials,BME,,,
BME 444,Surfaces and the Biological Response to Materials,BME,,,
BME 445,"Tissue Engineering: Concepts, Calculations and Applications",BME,,,
BME 446,Polymers in Biomedical Engineering,BME,,,
BME 448,Regulatory Affairs,BME,,,
BME 450W,Biomedical Senior Design,BME,,,
BME 455,Stem Cell Biology and Therapy,BME,,,
BME 494H,Honors Thesis,BME,,,
BME 496,Independent Studies,BME,,,
BME 497,Special Topics,BME,,,
BME 499,Foreign Studies,BME,,,
BMB 199,Foreign Studies,BMB,,,
BMB 205,Course-Based Research Experience in Biochemistry and Molecular Biology,BMB,,,
BMB 205S,Course-Based Research Experience in Biochemistry and Molecular Biology FYS,BMB,,,
BMB 210,Phage Genomics,BMB,,,
BMB 211,Elementary Biochemistry,BMB,,,
