courseNumber,name,departmentCode,description,credits,professorName
CE 2061,Fluid Mechanics,CE,,3,
CE 2070,Computer Programming and Numerical Methods,CE,,3,
CE 2990,Special Topics for Lower Division Students,CE,,,
CE 2990A,Special Topics for Lower Division Students Activity,CE,,,
CE 2990L,Special Topics for Lower Division Students Laboratory,CE,,,
CE 3101,Construction Engineering,CE,,2,
CE 3101L,Construction Engineering Laboratory,CE,,1,
CE 3121,Building Systems,CE,,2,
CE 3140,Construction Estimating,CE,,3,
CE 3140L,Construction Estimating Laboratory,CE,,1,
CE 3150,Construction Equipment and Safety,CE,,3,
CE 3201,Environmental Engineering,CE,,3,
CE 3201L,Environmental Engineering Laboratory,CE,,1,
CE 3211,Water Resources Engineering,CE,,3,
CE 3301,Engineering Geomatics,CE,,3,
CE 3401,Geotechnical Engineering,CE,,3,
CE 3401L,Geotechnical Engineering Laboratory,CE,,1,
CE 3501,Structural Analysis I,CE,,3,
CE 3501L,Structural Design Laboratory,CE,,1,
CE 3510,Structural Analysis II,CE,,3,
CE 3510L,Structural Testing Laboratory,CE,,1,
CE 3601,Transportation Engineering,CE,,3,
CE 3601L,Transportation Engineering Laboratory,CE,,1,
CE 4000,Special Study for Upper Division Students,CE,,,
CE 4020,Civil Engineering Internship,CE,,2,
CE 4031,Sustainable Buildings and Infrastructure,CE,,3,
CE 4120,Construction Scheduling,CE,,2,
CE 4120L,Construction Scheduling Laboratory,CE,,1,
CE 4130,Construction Contracts,CE,,3,
CE 4140,Construction Project Management and Accounting,CE,,3,
CE 4171,Virtual Design Construction and Management - BIM,CE,,2,
CE 4171L,Virtual Design Construction and Management - BIM Laboratory,CE,,1,
CE 4201,Water and Wastewater Engineering,CE,,3,
CE 4201L,Water and Wastewater Engineering Laboratory,CE,,1,
CE 4211,Applied Hydrology,CE,,3,
CE 4220,Solid and Hazardous Waste Engineering,CE,,3,
CE 4231,Water Reclamation and Desalination,CE,,3,
CE 4241,Environmental Remediation,CE,,3,
CE 4261,Air Quality Engineering,CE,,3,
CE 4271,Unit Operations and Processes in Environmental Engineering,CE,,3,
CE 4281,River Mechanics,CE,,3,
CE 4301,Digital Mapping,CE,,2,
CE 4301L,Digital Mapping Laboratory,CE,,1,
CE 4321,Subdivision Engineering and Land Survey Descriptions,CE,,3,
CE 4321L,Subdivision Engineering and Land Survey Descriptions Laboratory,CE,,1,
CE 4331,GIS Applications in Engineering and Remote Sensing,CE,,2,
CE 4331L,GIS Applications in Engineering and Remote Sensing Laboratory,CE,,1,
CE 4341,Satellite Surveying in Engineering,CE,,2,
CE 4341L,Satellite Surveying in Engineering Laboratory,CE,,1,
CE 4350,Photogrammetry,CE,,2,
CE 4350L,Photogrammetry Laboratory,CE,,1,
CE 4400,Foundation and Retaining Wall Design,CE,,3,
CE 4451,Pavement Design and Construction,CE,,3,
CE 4461,Rock Mechanics,CE,,3,
CE 4470,Slope Stability and Earth Dams,CE,,3,
CE 4510,Structural Design - Reinforced Concrete,CE,,3,
CE 4520,Masonry Design,CE,,3,
CE 4530,Structural Design - Timber,CE,,2,
CE 4530L,Structural Design-Timber Laboratory,CE,,1,
CE 4540,Bridge Design,CE,,3,
CE 4560,Structural Design - Steel,CE,,3,
CE 4571,Introduction to Earthquake Engineering,CE,,3,
CE 4580,Architectural Engineering Interdisciplinary Design -Timber,CE,,1,
CE 4580L,Architectural Engineering Interdisciplinary Design-Timber Laboratory,CE,,2,
CE 4590,Architectural Engineering Interdisciplinary Design - Precast Concrete,CE,,1,
CE 4590L,Architectural Engineering Interdisciplinary Design - Precast Concrete Laboratory,CE,,2,
CE 4631,Transportation Systems Design and Operation,CE,,3,
CE 4640,Transportation Planning and Management,CE,,3,
CE 4640L,Transportation Planning and Management Laboratory,CE,,1,
CE 4671,Intelligent Transportation Systems,CE,,3,
CE 4681,Multimodal Traffic Analysis,CE,,3,
CE 4690,Traffic Engineering,CE,,3,
CE 4690L,Traffic Engineering Laboratory,CE,,1,
CE 4811,Design of Transportation Facilities,CE,,3,
CE 4811L,Design of Transportation Facilities Laboratory,CE,,1,
CE 4990,Special Topics for Upper Division Students,CE,,,
CE 4990A,Special Topics for Upper Division Students Activity,CE,,,
CE 4990L,Special Topics for Upper Division Students Laboratory,CE,,,
CE 5000,Special Study for Graduate Students,CE,,,
CE 5020,Applied Probability Concepts,CE,,3,
CE 5111,Construction Productivity,CE,,3,
CE 5121,Construction Financial Management,CE,,3,
CE 5131,Construction Risk Analysis,CE,,3,
CE 5141,Advanced Construction Project Management,CE,,3,
CE 5161,Underground Construction and Trenchless Technology,CE,,3,
CE 5171,Temporary Construction Structures,CE,,3,
CE 5181,Construction Leadership and Ethics,CE,,3,
CE 5191,Construction Project Delivery Methods,CE,,3,
CE 5200,Environmental Water Resources Seminar,CE,,1,
CE 5201,Environmental Chemistry,CE,,3,
CE 5210,Municipal Hydraulic Systems,CE,,3,
CE 5211,Applied Hydrology,CE,,3,
CE 5220,Solid and Hazardous Waste Engineering,CE,,3,
CE 5241,Environmental Remediation,CE,,3,
CE 5250,Advanced Water Treatment,CE,,3,
CE 5251,Groundwater Mechanics,CE,,3,
CE 5260,Advanced Wastewater Treatment,CE,,3,
CE 5261,Air Quality Engineering,CE,,3,
CE 5271,Unit Operations and Processes in Environmental Engineering,CE,,3,
CE 5280,River Mechanics,CE,,3,
CE 5290,Global Climate and Water Supply,CE,,3,
CE 5310,GIS Applications in Civil Engineering,CE,,3,
CE 5400,Advanced Soil Mechanics I,CE,,3,
CE 5401,Advanced Soil Mechanics II,CE,,3,
CE 5430,Advanced Foundation Engineering,CE,,3,
CE 5431,Subsurface Investigation and Characterization,CE,,2,
CE 5431L,Subsurface Investigation and Characterization Laboratory,CE,,1,
CE 5440,Earth Retaining Structures,CE,,3,
CE 5451,Pavement Design and Construction,CE,,3,
CE 5460,Rock Mechanics,CE,,3,
CE 5470,Slope Stability and Earth Dams,CE,,3,
CE 5480,Geotechnical Earthquake Engineering,CE,,3,
CE 5491,"Street Maintenance, Rehabilitation and Management",CE,,3,
CE 5500,Stability of Structures,CE,,3,
CE 5501,Advanced Engineering Mathematics,CE,,3,
CE 5502,Structural Dynamics,CE,,3,
CE 5503,Finite Element Analysis,CE,,3,
CE 5504,Advanced Steel Design,CE,,3,
CE 5505,Advanced Reinforced Concrete Design,CE,,3,
CE 5506,Seismic Design of Structures,CE,,3,
CE 5510,Theory of Plates and Shells,CE,,3,
CE 5520,Prestressed Concrete Design,CE,,3,
CE 5530,Advanced Timber Design,CE,,3,
CE 5541,Advanced Structural Analysis,CE,,3,
CE 5561,Light Gage Steel Design,CE,,3,
CE 5610,Design of Transportation Facilities,CE,,3,
CE 5620,Traffic Flow Analysis,CE,,3,
CE 5630,Public Transportation,CE,,3,
CE 5631,Transportation Systems Design and Operation,CE,,3,
CE 5640,Transportation Planning and Management,CE,,3,
CE 5641,Transportation Administration and Policy,CE,,3,
CE 5651,Airport Engineering,CE,,3,
CE 5661,Transportation Systems Simulation,CE,,3,
CE 5670,Intelligent Transportation Systems,CE,,3,
CE 5671,Traffic Safety Analysis,CE,,3,
CE 5680,Advanced Computer Programming in Civil Engineering,CE,,3,
CE 5681,Multimodal Traffic Analysis,CE,,3,
CE 5691,Traffic Engineering,CE,,3,
CE 5990,Special Topics for Graduate Students,CE,,,
CE 5990A,Special Topics for Graduate Students Activity,CE,,,
CE 5990L,Special Topics for Graduate Students Laboratory,CE,,,
CE 6900,Research Methods,CE,,1,
CE 6910,Directed Research,CE,,,
CE 6920,Independent Research,CE,,,
CE 6950,Master&#8217;s Project,CE,,3,
CE 6960,Master&#8217;s Thesis,CE,,3,
CE 6970,Comprehensive Examination,CE,,0,
CE 6990,Master&#8217;s Degree Continuation,CE,,0,
CHM 1010,Chemistry in Our World,CHM,,2,
CHM 1010L,Chemistry in Our World Laboratory,CHM,,1,
CHM 1150,General Chemistry for Engineers,CHM,,3,
CHM 1210,General Chemistry I,CHM,,3,
CHM 1210L,General Chemistry Laboratory I,CHM,,1,
CHM 1220,General Chemistry II,CHM,,3,
CHM 1220L,General Chemistry Laboratory II,CHM,,1,
CHM 2000,Special Study for Lower Division Students,CHM,,,
CHM 2010,Elements of Organic Chemistry,CHM,,3,
CHM 2010L,Elements of Organic Chemistry Laboratory,CHM,,1,
CHM 2120,Chemistry for Elementary Educators,CHM,,2,
CHM 2120L,Chemistry for Elementary Educators Laboratory,CHM,,1,
CHM 2210,Quantitative Analysis,CHM,,2,
CHM 2210L,Quantitative Analysis Laboratory,CHM,,2,
CHM 2600,Introduction to Organic Molecular Modeling,CHM,,3,
CHM 2910A,Chemical Communication Activity,CHM,,1,
CHM 2990,Special Topics for Lower Division Students,CHM,,,
CHM 2990A,Special Topics for Lower Division Students Activity,CHM,,,
CHM 2990L,Special Topics for Lower Division Students Laboratory,CHM,,,
CHM 3010,Modeling the Fundamentals of Physical Chemistry,CHM,,3,
CHM 3040,Elements of Physical Chemistry I,CHM,,3,
CHM 3050,Elements of Physical Chemistry II,CHM,,3,
CHM 3110,Classical Physical Chemistry,CHM,,3,
CHM 3120,Quantum Physical Chemistry,CHM,,3,
CHM 3140,Organic Chemistry I,CHM,,4,
CHM 3140L,Organic Chemistry Laboratory I,CHM,,1,
CHM 3150,Organic Chemistry II,CHM,,3,
CHM 3150L,Organic Chemistry Laboratory II,CHM,,1,
CHM 3210,Elements of Biochemistry,CHM,,3,
CHM 3270,Biochemistry I,CHM,,3,
CHM 3270L,Biochemistry Laboratory I,CHM,,1,
CHM 3280,Biochemistry II,CHM,,3,
CHM 3280L,Biochemistry Laboratory II,CHM,,1,
CHM 3310,Clinical Chemistry,CHM,,2,
CHM 3310L,Clinical Chemistry Laboratory,CHM,,1,
CHM 3400,The Chemist in Industry,CHM,,3,
CHM 3420,Spectroscopic Methods,CHM,,1,
CHM 3420L,Spectroscopic Methods Laboratory,CHM,,1,
CHM 3430,Separation Methods,CHM,,1,
CHM 3430L,Separation Methods Laboratory,CHM,,1,
CHM 3440,Electroanalytical Methods,CHM,,1,
CHM 3440L,Electroanalytical Methods Laboratory,CHM,,1,
CHM 3470,Theory of Chemical Instrumentation,CHM,,1,
CHM 3470L,Theory of Chemical Instrumentation Laboratory,CHM,,1,
CHM 3520L,Physical Chemistry Laboratory,CHM,,2,
CHM 3600,Introduction to Molecular Simulations,CHM,,3,
CHM 4000,Special Study for Upper Division Students,CHM,,,
CHM 4010,Inorganic Chemistry,CHM,,4,
CHM 4090,Polymer Chemistry,CHM,,2,
CHM 4110,Reaction Kinetics,CHM,,3,
CHM 4130,Introduction to Colloid and Surface Chemistry,CHM,,3,
CHM 4150,Chemical Thermodynamics,CHM,,3,
CHM 4160,Macromolecular Modeling,CHM,,3,
CHM 4170,Computational Biochemistry,CHM,,3,
CHM 4180,Methods for Data Acquisition and Analysis,CHM,,3,
CHM 4190,Quantum Chemistry,CHM,,3,
CHM 4200,Computational Chemistry,CHM,,3,
CHM 4210,Solution Equilibria in Analytical Chemistry,CHM,,2,
CHM 4220,Organic Synthesis,CHM,,2,
CHM 4220L,Organic Synthesis Laboratory,CHM,,2,
CHM 4230,Physical Organic Chemistry,CHM,,2,
CHM 4230L,Physical Organic Chemistry Laboratory,CHM,,2,
CHM 4240,Organic Analysis,CHM,,2,
CHM 4240L,Organic Analysis Laboratory,CHM,,2,
CHM 4410,Internship in Chemistry,CHM,,,
CHM 4480,Modern Mass Spectrometry and FT-NMR,CHM,,3,
CHM 4490,Environmental Analysis,CHM,,2,
CHM 4490L,Environmental Analysis Laboratory,CHM,,1,
CHM 4500,Bioanalytical Chemistry,CHM,,3,
CHM 4500L,Bioanalytical Chemistry Laboratory,CHM,,1,
CHM 4510,Enzymology,CHM,,3,
CHM 4510L,Enzymology Laboratory,CHM,,1,
CHM 4520,Advanced Biomolecular Structure,CHM,,3,
CHM 4530,Informational Biomolecules and Recombinant DNA,CHM,,3,
CHM 4540,Advanced Metabolism,CHM,,3,
CHM 4590,Green Chemistry,CHM,,3,
CHM 4600,Air Pollution Problems,CHM,,2,
CHM 4610,Senior Project I,CHM,,2,
CHM 4620,Senior Project II,CHM,,2,
CHM 4630,Research Student Seminar,CHM,,1,
CHM 4990,Special Topics for Upper Division Students,CHM,,,
CHM 4990A,Special Topics for Upper Division Students Activity,CHM,,,
CHM 4990L,Special Topics for Upper Division Students Laboratory,CHM,,,
CHM 5000,Special Study for Graduate Students,CHM,,,
CHM 5220,Quantum Chemistry,CHM,,3,
CHM 5230,Chemical Spectroscopy and Characterization,CHM,,3,
CHM 5310,Chemical Kinetics,CHM,,3,
CHM 5390,Synthetic Organic Chemistry,CHM,,3,
CHM 5400,Physical Organic Chemistry,CHM,,3,
CHM 5430,Current Advances in Organic Chemistry,CHM,,3,
CHM 5500,Advanced Chemical Communication,CHM,,1,
CHM 5510L,Advanced Instrumental Analysis Laboratory,CHM,,2,
CHM 5520,Advanced Chemical Equilibria and Kinetics,CHM,,3,
CHM 5540,Biophysical Methods,CHM,,3,
CHM 5610,Advanced Topics in Biochemistry,CHM,,3,
CHM 5670,Selected Studies in Biomolecular Structure and Function,CHM,,3,
CHM 5710,Advanced Inorganic Chemistry,CHM,,3,
CHM 5720,Current Advances in Inorganic Chemistry,CHM,,3,
CHM 5810,Instrumental Analysis,CHM,,3,
CHM 5820,Water Sampling and Analysis,CHM,,3,
CHM 5990,Special Topics for Graduate Students,CHM,,,
CHM 5990A,Special Topics for Graduate Students Activity,CHM,,,
CHM 5990L,Special Topics for Graduate Students Laboratory,CHM,,,
CHM 6910,Directed Research,CHM,,,
CHM 6920,Independent Research,CHM,,,
CHM 6940,Master&#8217;s Thesis Research,CHM,,,
CHM 6960,Master&#8217;s Thesis,CHM,,,
CHM 6990,Master&#8217;s Degree Continuation,CHM,,0,
CHE 1311,Introduction to Chemical Engineering,CHE,,1,
CHE 1321,Chemical and Materials Engineering Analysis,CHE,,1,
CHE 1411L,Introduction to Chemical Engineering Laboratory,CHE,,1,
CHE 1421L,Chemical and Materials Engineering Analysis Laboratory,CHE,,1,
CHE 1430L,Introduction to Chemical and Materials Engineering Experiments Laboratory,CHE,,1,
CHE 2000,Special Study for Lower Division Students,CHE,,,
CHE 2011,Material and Energy Balances I,CHE,,2,
CHE 2021,Material and Energy Balances II,CHE,,2,
CHE 2301,Process and Automation,CHE,,2,
CHE 2301L,Process and Automation Laboratory,CHE,,1,
CHE 2851,Applied Mathematics in Chemical and Materials Engineering,CHE,,2,
CHE 2990,Special Topics for Lower Division Students,CHE,,,
CHE 2990A,Special Topics for Lower Division Students Activity,CHE,,,
CHE 2990L,Special Topics for Lower Division Students Laboratory,CHE,,,
CHE 3021,Chemical Engineering Thermodynamics I,CHE,,3,
CHE 3031,Chemical Engineering Thermodynamics II,CHE,,2,
CHE 3040,Kinetics &amp; Reactor Design,CHE,,3,
CHE 3111,Transport Phenomena I,CHE,,3,
CHE 3121,Transport Phenomena II,CHE,,4,
CHE 3141,Organic Chemistry for Chemical Engineers,CHE,,3,
CHE 3221L,Transport Laboratory I,CHE,,1,
CHE 3331L,Transport Laboratory II,CHE,,1,
CHE 4000,Special Study for Upper Division Students,CHE,,,
CHE 4251,Unit Operations and Pollution Abatement,CHE,,2,
CHE 4260,Process Controls,CHE,,2,
CHE 4321,Chemical Safety and Hazardous Materials Management,CHE,,3,
CHE 4361L,Unit Operation and Process Control Laboratory,CHE,,1,
CHE 4450,Chemical Process Synthesis and Design I,CHE,,3,
CHE 4450L,Chemical Process Synthesis and Design I Laboratory,CHE,,1,
CHE 4451,Chemical Process Synthesis and Design II,CHE,,3,
CHE 4451L,Chemical Process Synthesis and Design II Laboratory,CHE,,1,
CHE 4631,Undergraduate Research Project,CHE,,1,
CHE 4801A,Professional Development and Case Studies in Chemical and Materials Engineering Activity,CHE,,1,
CHE 4990,Special Topics for Upper Division Students,CHE,,,
CHE 4990A,Special Topics for Upper Division Students Activity,CHE,,,
CHE 4990L,Special Topics for Upper Division Students Laboratory,CHE,,,
CHN 1111,Elementary Chinese I,CHN,,3,
CHN 1112,Elementary Chinese II,CHN,,3,
CHN 2000,Special Study for Lower Division Students,CHN,,,
CHN 2111,Intermediate Chinese I,CHN,,3,
CHN 2112,Intermediate Chinese II,CHN,,3,
CHN 2113,Intermediate Chinese III,CHN,,3,
CHN 2990,Special Topics for Lower Division Students,CHN,,,
CHN 2990A,Special Topics for Lower Division Students Activity,CHN,,,
CHN 2990L,Special Topics for Lower Division Students Laboratory,CHN,,,
CHN 3410,Chinese Civilization and Culture,CHN,,3,
CHN 4000,Special Study for Upper Division Students,CHN,,,
CHN 4990,Special Topics for Upper Division Students,CHN,,,
CHN 4990A,Special Topics for Upper Division Students Activity,CHN,,,
CHN 4990L,Special Topics for Upper Division Students Laboratory,CHN,,,
CIS 1010,Introduction to Personal Computing,CIS,,3,
CIS 2000,Special Study for Lower Division Students,CIS,,,
CIS 2100,Programming for Business Analytics,CIS,,3,
CIS 2201,User Experience,CIS,,3,
CIS 2650,Contemporary Operating Systems,CIS,,3,
CIS 2670,IT Infrastructure,CIS,,3,
CIS 2990,Special Topics for Lower Division Students,CIS,,,
CIS 2990A,Special Topics for Lower Division Students Activity,CIS,,,
CIS 2990L,Special Topics for Lower Division Students Laboratory,CIS,,,
CIS 3030,Internet Startup,CIS,,3,
CIS 3050,Database Design and Development,CIS,,3,
CIS 3090,Object-Oriented Programming for Business,CIS,,3,
CIS 3100,Management Information Systems,CIS,,3,
CIS 3110,Client-side Web Development,CIS,,3,
CIS 3150,Systems Analysis and Design,CIS,,3,
CIS 3252,Business Intelligence,CIS,,3,
CIS 3350,Location Analytics for Business,CIS,,3,
CIS 3454,Data Warehousing,CIS,,3,
CIS 3470,Telecommunication Networks,CIS,,3,
CIS 3650,Web and Mobile Analytics,CIS,,3,
CIS 4000,Special Study for Upper Division Students,CIS,,,
CIS 4230,Artificial Intelligence Applications in Business,CIS,,3,
CIS 4250,E-Commerce Application Development,CIS,,3,
CIS 4260,Server-side Web Development,CIS,,3,
CIS 4270,Secure Web Applications,CIS,,3,
CIS 4280,Mobile App Programming,CIS,,3,
CIS 4290,IS Project Management and Development,CIS,,3,
CIS 4321,Data Mining,CIS,,3,
CIS 4333,Information Systems Auditing,CIS,,3,
CIS 4410,Internship in Information Systems,CIS,,,
CIS 4420,Internship in Information Systems,CIS,,,
CIS 4567,Big Data Analytics,CIS,,3,
CIS 4670,Network Security,CIS,,3,
CIS 4680,Advanced Data Analytics,CIS,,3,
CIS 4710,Information Security,CIS,,3,
CIS 4810,Computer Forensics,CIS,,3,
CIS 4990,Special Topics for Upper Division Students,CIS,,,
CIS 4990A,Special Topics for Upper Division Students Activity,CIS,,,
CIS 4990L,Special Topics for Upper Division Students Laboratory,CIS,,,
CS 1260,Python for Beginners,CS,,3,
CS 1280,Introduction to C++,CS,,3,
CS 1300,Discrete Structures,CS,,3,
CS 1400,Introduction to Programming and Problem Solving,CS,,4,
CS 2000,Special Study for Lower Division Students,CS,,,
CS 2180,Logic and Computing,CS,,3,
CS 2250,Introduction to Web Science and Technology,CS,,3,
CS 2400,Data Structures and Advanced Programming,CS,,4,
CS 2410,Fundamentals of Data Science,CS,,3,
CS 2450,User Interface Design and Programming,CS,,3,
CS 2520,Python for Programmers,CS,,3,
CS 2560,C++ Programming,CS,,3,
CS 2600,Systems Programming,CS,,3,
CS 2610,Introduction to Cyber Security and Digital Forensics,CS,,3,
CS 2640,Computer Organization and Assembly Programming,CS,,3,
CS 2990,Special Topics for Lower Division Students,CS,,,
CS 2990A,Special Topics for Lower Division Students Activity,CS,,,
CS 2990L,Special Topics for Lower Division Students Laboratory,CS,,,
CS 3010,Numerical Methods and Computing,CS,,3,
CS 3110,Formal Languages and Automata,CS,,3,
CS 3310,Design and Analysis of Algorithms,CS,,3,
CS 3520,Symbolic Programming,CS,,3,
CS 3560,Object-Oriented Design and Programming,CS,,3,
CS 3650,Computer Architecture,CS,,4,
CS 3700,Parallel Processing,CS,,3,
CS 3750,Computers and Society,CS,,3,
CS 3800,Computer Networks,CS,,3,
CS 4000,Special Study for Upper Division Students,CS,,,
CS 4080,Concepts of Programming Languages,CS,,3,
CS 4110,Compilers and Interpreters,CS,,3,
CS 4200,Artificial Intelligence,CS,,3,
CS 4210,Machine Learning and Its Applications,CS,,3,
CS 4250,Web Search and Recommender Systems,CS,,3,
CS 4310,Operating Systems,CS,,3,
CS 4350,Database Systems,CS,,3,
CS 4410,Internship in Computer Science,CS,,,
CS 4450,Computer Graphics,CS,,3,
CS 4500,Computability,CS,,3,
CS 4600,Cryptography and Information Security,CS,,3,
CS 4610,Senior Project,CS,,1,
CS 4620,Senior Project,CS,,1,
CS 4630,Undergraduate Seminar,CS,,1,
CS 4640,Network and Web Security,CS,,3,
CS 4650,Big Data Analytics and Cloud Computing,CS,,3,
CS 4660,Wireless and Mobile Security,CS,,3,
CS 4700,Game Development,CS,,3,
CS 4750,Mobile Application Development,CS,,3,
CS 4800,Software Engineering,CS,,3,
CS 4810,Software Engineering Practice,CS,,3,
CS 4900,Honors,CS,,3,
CS 4990,Special Topics for Upper Division Students,CS,,,
CS 4990A,Special Topics for Upper Division Students Activity,CS,,,
CS 4990L,Special Topics for Upper Division Students Laboratory,CS,,,
CS 5000,Special Study for Graduate Students,CS,,,
CS 5100,Computer-Assisted Instruction,CS,,3,
CS 5170,Natural Language Processing,CS,,3,
CS 5180,Information Retrieval,CS,,3,
CS 5190,Computer Vision,CS,,3,
CS 5210,Robotics,CS,,3,
CS 5220,Distributed Intelligence in Robotics,CS,,3,
CS 5250,Advanced Computer Architecture,CS,,3,
CS 5300,Advanced Algorithm Design and Analysis,CS,,3,
CS 5310,Computability and Complexity Theory,CS,,3,
CS 5350,Parallel and Distributed Algorithms,CS,,3,
CS 5370,Scheduling Algorithms,CS,,3,
CS 5400,Topics in Compiler Design,CS,,3,
CS 5500,Advanced Information Security,CS,,3,
CS 5550,Digital Image Processing,CS,,3,
CS 5560,Game Theory and its Applications in Communication Networks,CS,,3,
CS 5650,Advanced Computer Networks,CS,,3,
CS 5660,Distributed Computing Systems,CS,,3,
CS 5700,Human Computer Interaction,CS,,3,
CS 5750,Topics in Database Systems,CS,,3,
CS 5800,Advanced Software Engineering,CS,,3,
CS 5850,Software Verification and Validation,CS,,3,
CS 5860,Software Metrics and Models,CS,,3,
CS 5990,Special Topics for Graduate Students,CS,,,
CS 5990A,Special Topics for Graduate Students Activity,CS,,,
CS 5990L,Special Topics for Graduate Students Laboratory,CS,,,
CS 6640,Graduate Seminar,CS,,1,
CS 6910,Directed Research,CS,,,
CS 6920,Independent Research,CS,,,
CS 6940,Master&#8217;s Thesis Project Research,CS,,,
CS 6950,Master&#8217;s Degree Project,CS,,1,
CS 6960,Master&#8217;s Degree Thesis,CS,,,
CS 6990,Master&#8217;s Degree Continuation,CS,,0,
COM 1100,Public Speaking,COM,,3,
COM 1101,Survey of Mass Communication,COM,,3,
COM 1103,Interpersonal Communication,COM,,3,
COM 1106,Writing for Communication Practitioners,COM,,3,
COM 1107,Copyediting,COM,,3,
COM 2000,Special Study for Lower Division Students,COM,,,
COM 2201,Introduction to Communication Theory,COM,,3,
COM 2204,Advocacy and Argument,COM,,3,
COM 2206,Media Design,COM,,3,
COM 2216,Report Writing,COM,,3,
COM 2217,Reporting,COM,,3,
COM 2231,Digital Photo,COM,,3,
COM 2232,Photojournalism,COM,,3,
COM 2237,Group Communication,COM,,3,
COM 2270,"Media, Politics, Sex and Violence",COM,,3,
COM 2280,Understanding and Appreciating the Photographic Image,COM,,3,
COM 2990,Special Topics for Lower Division Students,COM,,,
COM 2990A,Special Topics for Lower Division Students Activity,COM,,,
COM 2990L,Special Topics for Lower Division Students Laboratory,COM,,,
COM 3301,Videography,COM,,3,
COM 3310,Data Journalism,COM,,3,
COM 3312,Magazine Journalism,COM,,3,
COM 3313,Public Relations Principles,COM,,3,
COM 3314,Organizational Communication,COM,,3,
COM 3316,Communication Research,COM,,3,
COM 3319,Public Relations Writing,COM,,3,
COM 3321,Advanced Organization Communication,COM,,3,
COM 3325,Persuasion,COM,,3,
COM 3326,Nonverbal Communication,COM,,3,
COM 3327,Intercultural Communication,COM,,3,
COM 3328,Diversity and Communication,COM,,3,
COM 3340,Professional Writing and Speaking,COM,,3,
COM 3351A,News Practicum,COM,,3,
COM 3352A,Magazine Practices Activity,COM,,3,
COM 3354A,Video Practices Activity,COM,,3,
COM 3360,Communication Law and Ethics,COM,,3,
COM 4000,Special Study for Upper Division Students,COM,,,
COM 4133,"Public Opinion, Propaganda and Mass Media",COM,,3,
COM 4140,Public Relations Case Studies,COM,,3,
COM 4150,Public Relations Campaigns,COM,,3,
COM 4166,Advanced Communication Research,COM,,3,
COM 4170,Public Affairs Reporting,COM,,3,
COM 4180,Investigative Journalism,COM,,3,
COM 4190,Documentary Journalism,COM,,3,
COM 4200,Special Topics in Journalism,COM,,3,
COM 4222,Crisis Communication,COM,,3,
COM 4233,Political Economy of Mass Communication,COM,,3,
COM 4244,Organizational Communication and Technology,COM,,3,
COM 4403,Advanced Interpersonal Communication,COM,,3,
COM 4404,Gender and Communication,COM,,3,
COM 4405,Family Communication,COM,,3,
COM 4406,Communication: The Dark Side,COM,,3,
COM 4407,Special Topics in Interpersonal Communication,COM,,3,
COM 4409,Negotiation and Conflict Resolution,COM,,3,
COM 4411,Applied Communication Internship,COM,,3,
COM 4435,Special Topics in Public Relations,COM,,3,
COM 4440,Communication Training and Development,COM,,3,
COM 4446,Event Planning,COM,,3,
COM 4447,Political Communication,COM,,3,
COM 4448,Media Criticism,COM,,3,
COM 4451A,Advanced News Practicum,COM,,3,
COM 4452A,Advanced Magazine Practices Activity,COM,,3,
COM 4460,Special Topics in Organizational Communication,COM,,3,
COM 4465,Online and Social Media,COM,,3,
COM 4620,Journalism Capstone,COM,,3,
COM 4990,Special Topics for Upper Division Students,COM,,,
COM 4990A,Special Topics for Upper Division Students Activity,COM,,,
COM 4990L,Special Topics for Upper Division Students Laboratory,COM,,,
CRM 2000,Special Study for Lower Division Students,CRM,,,
CRM 2201,Introduction to Criminology,CRM,,3,
CRM 2205,Research Methods in Criminology,CRM,,3,
CRM 2990,Special Topics for Lower Division Students,CRM,,,
CRM 2990A,Special Topics for Lower Division Students Activity,CRM,,,
CRM 2990L,Special Topics for Lower Division Students Laboratory,CRM,,,
CRM 3306,Crime Analysis,CRM,,3,
CRM 3306A,Crime Analysis Activity,CRM,,1,
CRM 3308,White Collar Crime,CRM,,3,
CRM 3318,Contemporary Treatment of Law Violators,CRM,,3,
CRM 3319,Policing,CRM,,3,
CRM 3320,Probation and Parole,CRM,,3,
CRM 3330,Restorative Justice,CRM,,3,
CRM 3350,Criminological Theory,CRM,,3,
CRM 3360,Juvenile Delinquency,CRM,,3,
CRM 3370,Drug Policy,CRM,,3,
CRM 3380,Political Violence,CRM,,3,
CRM 3390,Media and Crime,CRM,,3,
CRM 4000,Special Study for Upper Division Students,CRM,,,
CRM 4611,Senior Symposium,CRM,,3,
CRM 4990,Special Topics for Upper Division Students,CRM,,,
CRM 4990A,Special Topics for Upper Division Students Activity,CRM,,,
CRM 4990L,Special Topics for Upper Division Students Laboratory,CRM,,,
DAN 2000,Special Study for Lower Division Students,DAN,,,
DAN 2020,World Dance and Cultures,DAN,,3,
DAN 2300,Live Dance Appreciation,DAN,,3,
DAN 2700A,Hip-Hop Dance Activity,DAN,,2,
DAN 2710A,Lyrical Jazz Dance Activity,DAN,,2,
DAN 2720A,Intermediate Hip-Hop and/or Lyrical Jazz Dance Activity,DAN,,2,
DAN 2730A,Modern Contemporary Dance A Activity,DAN,,2,
DAN 2740A,Modern Contemporary Dance B Activity,DAN,,2,
DAN 2760A,Contemporary Ballet A Activity,DAN,,2,
