courseNumber,name,departmentCode,description,credits,professorName
AD 39499,Extensive Cooperative Experience IV,AD,,,
AD 39500,History Of Design,AD,,,
AD 39599,Extensive Cooperative Experience V,AD,,,
AD 39600,Art Museum Practices,AD,,,
AD 39700,Sustainability In The Built Environment,AD,,,
AD 40000,Advanced Painting,AD,,,
AD 40200,Art In Secondary School,AD,,,
AD 40400,Moldmaking And/Or Wheel-Throwing Production Techniques In Ceramics,AD,,,
AD 40500,Industrial Design III,AD,,,
AD 40600,Industrial Design IV,AD,,,
AD 41500,Professional Techniques,AD,,,
AD 41600,Seminar On Ideas In Industrial Design II: Design And Creative Problem Solving Methods,AD,,,
AD 41700,Variable Topics In Electronic And Time-Based Art,AD,,,
AD 42100,Advanced Studies In Photography And Related Media I,AD,,,
AD 43000,Interior Design V,AD,,,
AD 43100,Visual Communication Design III,AD,,,
AD 43200,Visual Communication Design IV,AD,,,
AD 43400,Professional Practice For Visual Communication Designers,AD,,,
AD 44000,Interior Detailing And Construction,AD,,,
AD 44200,Ceramics III,AD,,,
AD 45400,Modern Architecture,AD,,,
AD 46200,Metalsmithing,AD,,,
AD 46500,Professional Practice,AD,,,
AD 46800,Printmaking III,AD,,,
AD 47000,Advanced Studies In Textiles,AD,,,
AD 47800,Internship In Art And Design,AD,,,
AD 49000,Special Problems In Art And Design,AD,,,
AD 49100,Special Topics In Art,AD,,,
AD 49900,Studio Arts Professional Practice/Senior Exhibition,AD,,,
AD 50200,Curriculum Studies In Art Education,AD,,,
AD 50400,Philosophical Studies In Art Education,AD,,,
AD 51200,Interaction Design Studies,AD,,,
AD 52000,Student Visual Design Service,AD,,,
AD 52200,Interaction Design Evaluation,AD,,,
AD 53200,Cognition In Design,AD,,,
AD 53500,Furniture Design,AD,,,
AD 54200,Information Visualization Design,AD,,,
AD 55000,Research Methods In Art And Design,AD,,,
AD 55800,Directed Project Research In Studio Arts,AD,,,
AD 56800,Directed Project Research In Design,AD,,,
AD 59000,Special Art Problems,AD,,,
AD 59100,Practicum For Art And Design Teaching Assistants,AD,,,
AD 59200,Graduate Seminar In Art Or Design History,AD,,,
AD 60000,Painting,AD,,,
AD 60300,Theory In Art Seminar,AD,,,
AD 60500,Problems In Industrial Design,AD,,,
AD 60600,Problems In Visual Design,AD,,,
AD 60700,Graduate Seminar In Photography And Related Media,AD,,,
AD 60800,Advanced Typography,AD,,,
AD 60900,Information Design,AD,,,
AD 61000,Advanced Poster Design,AD,,,
AD 61100,Advanced Web Design For Visual Communication Design,AD,,,
AD 61200,Color Aesthetic And Research,AD,,,
AD 61300,Drawing,AD,,,
AD 61400,Graduate Installation And Critique,AD,,,
AD 61500,Social Issues In Industrial Design,AD,,,
AD 61600,Electronic And Time-Based Art,AD,,,
AD 62500,Applied Ornamental Design,AD,,,
AD 63500,Advanced Materials And Processes,AD,,,
AD 64000,Special Topics In Interior Design,AD,,,
AD 65800,MFA Project Research In Studio Arts,AD,,,
AD 66100,Jewelry And Metalsmithing,AD,,,
AD 66500,Printmaking,AD,,,
AD 66800,MFA Project Research In Design,AD,,,
AD 66900,Materials And Processes For The Studio Artist,AD,,,
AD 67000,Textile Art,AD,,,
AD 67500,Sculpture,AD,,,
AD 67800,Graduate Internship,AD,,,
AD 69000,Advanced Problems In Art And Design,AD,,,
AD 69100,Directed Readings In Art History,AD,,,
AD 69300,Historical Problems In Art Education,AD,,,
AD 69600,Aesthetic Development In Children,AD,,,
AD 69700,MFA Graduate Exhibition,AD,,,
AD 69800,Research MA Or MFA Thesis,AD,,,
ASAM 24000,Introduction To Asian American Studies,ASAM,,,
ASAM 34000,Contemporary Issues In Asian American Studies,ASAM,,,
ASAM 34200,Special Topics In Asian American Studies,ASAM,,,
ASAM 49000,Special Topics In Asian American Studies,ASAM,,,
ASTR 12300,Our Place In The Universe: From The Solar System To Distant Cosmos,ASTR,,,
ASTR 26300,Descriptive Astronomy: The Solar System,ASTR,,,
ASTR 26400,Descriptive Astronomy: Stars And Galaxies,ASTR,,,
ASTR 36300,The Solar System,ASTR,,,
ASTR 36400,Stars And Galaxies,ASTR,,,
ASTR 37000,Cosmology,ASTR,,,
ASTR 56000,Stellar Evolution,ASTR,,,
ASTR 56100,Galaxies And Large Scale Structure,ASTR,,,
ASTR 56200,Introduction To High Energy Astrophysics,ASTR,,,
ASTR 56300,Astroparticle Physics,ASTR,,,
ASTR 56700,Observational Techniques In Astronomy,ASTR,,,
AT 10000,Introduction To Aviation Technology,AT,,,
AT 10200,Aviation Business,AT,,,
AT 10300,Aerospace Vehicle Propulsion And Tracking Systems,AT,,,
AT 10600,Basic Aircraft Science,AT,,,
AT 10901,Introduction To Unmanned Aerial System Operations,AT,,,
AT 11600,Aircraft Science For Engineering Technology,AT,,,
AT 11901,Unmanned Aerial Systems: Safety And Risk Management,AT,,,
AT 12700,Publications Records And Regulations,AT,,,
AT 14400,Private Pilot Lectures,AT,,,
AT 14500,Private Pilot Flight,AT,,,
AT 20200,"Aerospace Vehicle Systems Design, Analysis And Operations",AT,,,
AT 20300,Aviation Operations Management,AT,,,
AT 20501,Statics For Aerostructures,AT,,,
AT 20700,Introduction To Aircraft Systems,AT,,,
AT 20802,Aircraft Materials,AT,,,
AT 20900,Civilian Unmanned Aerial Systems,AT,,,
AT 21000,Ground Trainer I,AT,,,
AT 21100,Ground Trainer II,AT,,,
AT 21900,"Unmanned Aerial Systems Design, Build, Test",AT,,,
AT 22300,Human Factors For Flight Crews,AT,,,
AT 23300,Ethics And Aviation,AT,,,
AT 24302,Commercial Flight I Under Federal Aviation Regulations Part 141,AT,,,
AT 24800,Commercial Flight II,AT,,,
AT 24802,Commercial Flight II Under Federal Aviation Regulations Part 141,AT,,,
AT 24900,Instrument Flight Lectures,AT,,,
AT 25200,Aviation Projects,AT,,,
AT 25300,Instrument Flight,AT,,,
AT 25302,Instrument Flight Under Federal Aviation Regulations Part 141,AT,,,
AT 25400,Commercial Flight Lectures,AT,,,
AT 26200,Basic Aircraft Powerplant Technology,AT,,,
AT 26502,Aircraft Electrical Systems,AT,,,
AT 26700,Fixed And Rotary Wing Assemblies,AT,,,
AT 26900,Air Traffic Control I,AT,,,
AT 27200,Introduction To Composite Technology,AT,,,
AT 27800,Nondestructive Testing For Aircraft,AT,,,
AT 28100,Traffic Control II,AT,,,
AT 28500,ATC Procedures And Weather,AT,,,
AT 28600,National Airspace Systems Operations,AT,,,
AT 29000,Aviation Project,AT,,,
AT 29300,Industrial Practice I,AT,,,
AT 29400,Industrial Practice II,AT,,,
AT 30702,Advanced Aircraft Systems,AT,,,
AT 30802,Aircraft Materials Processes,AT,,,
AT 30900,Unmanned Autonomous Aerial Systems,AT,,,
AT 30901,Introduction To UAS Sensor Technology,AT,,,
AT 31100,Aerospace Internship,AT,,,
AT 31900,"Unmanned Aerial Systems Applications, Data And Documentation",AT,,,
AT 32001,Advanced Aviation Operations,AT,,,
AT 32501,Advanced Aviation Meteorology,AT,,,
AT 32700,Advanced Transport Flight Operations,AT,,,
AT 33502,Avionics Systems,AT,,,
AT 33800,Airline Management,AT,,,
AT 34001,Aerospace Business Statistics,AT,,,
AT 35100,Flight Instructor Flight,AT,,,
AT 35200,Flight Instructor Lectures,AT,,,
AT 35300,Multi-Engine Flight,AT,,,
AT 35400,Turbine Flight Operations Lecture,AT,,,
AT 35900,Airport Management,AT,,,
AT 36201,Aviation Operations,AT,,,
AT 36302,Fundamentals Of Powerplant Systems,AT,,,
AT 36500,Instrument Flight Instructor Flight,AT,,,
AT 36600,Multi-Engine Flight Instructor Flight,AT,,,
AT 36900,Air Traffic Control,AT,,,
AT 37002,Advanced Aircraft Powerplants,AT,,,
AT 37200,Aircraft Maintenance Practices,AT,,,
AT 37600,Aircraft Gas Turbine Engine Technology I,AT,,,
AT 38100,Aviation Security,AT,,,
AT 38201,Advanced Flight Instructor Lecture,AT,,,
AT 38300,Instrument And Multiengine Instructor Flight,AT,,,
AT 38500,Design Support Analysis,AT,,,
AT 38700,Turbine Aircraft Simulation Lab,AT,,,
AT 38800,Large Aircraft Systems,AT,,,
AT 39300,Industrial Practice III,AT,,,
AT 39400,Industrial Practice IV,AT,,,
AT 39500,Turbine Aircraft Simulation Laboratory,AT,,,
AT 39600,Turbine Aircraft Flight Laboratory,AT,,,
AT 40300,Airman Certification Procedures,AT,,,
AT 40400,Turbojet Copilot Operations,AT,,,
AT 40500,Turbojet Copilot Practicum I,AT,,,
AT 40900,Unmanned Aerial Systems Project Planning And Management,AT,,,
AT 41101,Aerospace Internship II,AT,,,
AT 41200,Aviation Finance,AT,,,
AT 41600,Airline Indoctrination,AT,,,
AT 41901,Unmanned Aerial Systems Capstone,AT,,,
AT 42101,Managerial Economics In Aviation,AT,,,
AT 42201,Aerospace Risk Management,AT,,,
AT 43300,Supervised Aviation Experience,AT,,,
AT 43500,Supervised Instructional Experience,AT,,,
AT 43800,Airline Operations,AT,,,
AT 43900,Aviation Command Leadership,AT,,,
AT 44502,Aircraft Electronics,AT,,,
AT 45100,Airport Operations,AT,,,
AT 45200,Aviation Global Experience Seminar,AT,,,
AT 45300,Aviation Global Experience,AT,,,
AT 45400,Human Factors In Aviation,AT,,,
AT 45900,Airport Manager Certification,AT,,,
AT 47200,Advanced Composite Technology,AT,,,
AT 47500,Aviation Law,AT,,,
AT 47600,Aircraft Gas Turbine Engine Technology II,AT,,,
AT 47700,Aircraft Maintenance Practicum,AT,,,
AT 47900,Control Tower Operator,AT,,,
AT 48000,Advanced Aviation Manufacturing,AT,,,
AT 48100,Aviation Safety Problems,AT,,,
AT 48700,Transport Aircraft Simulation Laboratory,AT,,,
AT 49000,Aviation Project,AT,,,
AT 49200,Aircraft Airworthiness Assurance,AT,,,
AT 49300,Industrial Practice V,AT,,,
AT 49401,Capstone Project Proposal,AT,,,
AT 49501,Applied Capstone Research Project,AT,,,
AT 49600,Applied Research Proposal,AT,,,
AT 49700,Applied Research Project,AT,,,
AT 49800,Aviation Technology Capstone,AT,,,
AT 49900,Aviation Technology,AT,,,
AT 50500,Research Methods In Aviation,AT,,,
AT 50600,MS Capstone Research Project,AT,,,
AT 50700,Quantitative Research Methodologies In Transportation,AT,,,
AT 50800,Quality And Productivity In Industry And Technology,AT,,,
AT 52000,Operational Assessment And Improvement,AT,,,
AT 52100,Resource Analysis And Optimization,AT,,,
AT 52400,Managerial Economic Decision Making,AT,,,
AT 52500,Process Improvement And Simulation,AT,,,
AT 52600,Aviation Leadership,AT,,,
AT 52800,Management And Design Of Training Systems,AT,,,
AT 53000,Multi-Cultural Issues In Team Operations,AT,,,
AT 53100,International Civil Aviation Regulatory Systems,AT,,,
AT 53200,Contemporary Issues In Transportation Security,AT,,,
AT 53300,Aviation Graduate Professional Practice Internship,AT,,,
AT 54200,Aviation Fuels And Exhaust Emissions,AT,,,
AT 54300,Contemporary Issues In Airport &amp; Airline Finance,AT,,,
AT 54400,Aircraft Lifecycle Management Innovations,AT,,,
AT 54600,Aviation Financial Instruments And Operations,AT,,,
AT 54700,Airline Revenue Management,AT,,,
AT 54800,Aircraft Asset Management,AT,,,
AT 54900,Aircraft Leasing,AT,,,
AT 55000,Critical Systems Thinking,AT,,,
AT 55100,Graduate Aviation Research Seminar,AT,,,
AT 57200,Human Error And Safety,AT,,,
AT 57300,Managing The Risk Of Organizational Accidents,AT,,,
AT 57400,Exploratory Studies In Aviation Human Factors,AT,,,
AT 58100,Workshop In Aviation Technology,AT,,,
AT 59000,Special Problems In Aviation Technology,AT,,,
AT 60700,Aviation Applications Of Bayesian Inference,AT,,,
AT 64000,Aviation And Aerospace Sustainability,AT,,,
AT 65900,Airport And Transportation Sustainability,AT,,,
AT 67500,Aviation Safety Program Development,AT,,,
AT 68100,Seminar In Aviation Technology,AT,,,
AT 69000,Independent Study In Air Transportation,AT,,,
AT 69800,Research MS Thesis,AT,,,
AT 69900,Research PhD Thesis,AT,,,
BAND 11000,Marching Band,BAND,,,
BAND 11100,Symphony Orchestra,BAND,,,
BAND 11200,American Music Review,BAND,,,
BAND 11300,Jazz Ensemble,BAND,,,
BAND 11400,Basic Jazz,BAND,,,
BAND 11500,String Orchestra,BAND,,,
BAND 11600,Symphonic Band,BAND,,,
BAND 11700,Concert Band,BAND,,,
BAND 11800,Collegiate Band,BAND,,,
BAND 11900,Varsity Band,BAND,,,
BAND 12000,Applied Music Studies,BAND,,,
BAND 12100,Symphony Orchestra,BAND,,,
BAND 12200,American Music Review,BAND,,,
BAND 33000,Summer Concert Bands,BAND,,,
BAND 33100,Summer Jazz Bands,BAND,,,
BAND 34000,Renaissance Ensemble,BAND,,,
BAND 34100,Renaissance Ensemble,BAND,,,
BAND 35000,Wind Ensemble I,BAND,,,
BAND 35100,Instrument Ensemble Colloquium,BAND,,,
BAND 36000,Wind Ensemble II,BAND,,,
BAND 36100,Instrument Ensemble Colloquium,BAND,,,
BAND 43000,Summer Concert Bands,BAND,,,
BAND 43100,Summer Jazz Bands,BAND,,,
BAND 44000,Renaissance Ensemble,BAND,,,
BAND 44100,Renaissance Ensemble,BAND,,,
BAND 47000,Wind Ensemble III,BAND,,,
BAND 47100,Ensemble Colloquium,BAND,,,
BAND 48000,Wind Ensemble IV,BAND,,,
BAND 48100,Ensemble Colloquium,BAND,,,
BMS 11500,Anatomy For Veterinary Technicians I - DL,BMS,,,
BMS 11600,Anatomy For Veterinary Technicians II - DL,BMS,,,
BMS 13500,Physiology For VeterinaryTechnicians I - DL,BMS,,,
BMS 13600,Physiology For Veterinary Technicians II - DL,BMS,,,
BMS 20100,Applied Domestic Animal Anatomy With Clinical Correlations I,BMS,,,
BMS 20200,Applied Domestic Animal Anatomy With Clinical Correlations II,BMS,,,
BMS 23100,Anatomy-VN,BMS,,,
BMS 23200,Physiology-VN,BMS,,,
BMS 23300,Introduction To Pharmacology-VN,BMS,,,
BMS 23400,Clinical Physiology: A Problem Solving Approach-Distance Learning,BMS,,,
BMS 23500,Pharmacology VT-DL,BMS,,,
BMS 23600,Pharmacology II VT-DL,BMS,,,
BMS 23700,Applied Physiology With Clinical Correlations I,BMS,,,
BMS 23800,Applied Physiology With Clinical Correlations II,BMS,,,
BMS 33100,Pharmacology-VN,BMS,,,
BMS 51700,Problems In Basic Medical Sciences,BMS,,,
BMS 52400,Introduction To Confocal Microscopy And Image Analysis,BMS,,,
BMS 52900,Basic Bone Biology,BMS,,,
BMS 53400,Systemic Mammalian Physiology,BMS,,,
BMS 59800,Introduction To Research In Basic Medical Sciences,BMS,,,
BMS 60200,Special Topics In Basic Medical Sciences,BMS,,,
BMS 63100,Flow Cytometry: Theory,BMS,,,
BMS 69200,Seminar In Basic Medical Sciences,BMS,,,
BMS 69800,Research MS Thesis,BMS,,,
BMS 69900,Research PhD Thesis,BMS,,,
BMS 80100,Gross Anatomy Of The Dog And Cat,BMS,,,
BMS 80200,Comparative Anatomy,BMS,,,
BMS 80300,Applied Anatomy Of The Dog And Cat,BMS,,,
BMS 80400,Applied Anatomy Of The Horse,BMS,,,
BMS 80500,Applied Anatomy Of Production Animals,BMS,,,
BMS 80700,Veterinary Cell And Tissue Biology Design I,BMS,,,
BMS 80800,Veterinary Cell And Tissue Biology Design II,BMS,,,
BMS 81000,Foundations In Basic Medical Sciences,BMS,,,
BMS 81100,Physiology Of Domestic Animals I,BMS,,,
BMS 81200,Physiology Of Domestic Animals II,BMS,,,
BMS 81300,Principles Of Pharmacology,BMS,,,
BMS 81400,Basic And Applied Pharmacology I,BMS,,,
BMS 81401,Pharmacology Principles And Applications,BMS,,,
BMS 81500,Veterinary Neuroscience,BMS,,,
BMS 81600,Applied Pharmacology II,BMS,,,
BMS 81800,Basic And Applied Pharmacology II And Principles Of Toxicology,BMS,,,
BMS 81900,Endocrine And Neural Basis Of Seasonal Activities Of Birds And Mammals In The Wild,BMS,,,
BCHM 10000,Introduction To Biochemistry,BCHM,,,
BCHM 10100,Introduction To Biochemistry Laboratory,BCHM,,,
BCHM 22100,Analytical Biochemistry,BCHM,,,
BCHM 27500,Honors Course - Lower Division,BCHM,,,
BCHM 29000,Experimental Design Seminar,BCHM,,,
BCHM 29800,Introduction To Biochemistry Research,BCHM,,,
BCHM 29801,Head Start To Introductory Biochemistry Research,BCHM,,,
BCHM 30700,Biochemistry,BCHM,,,
BCHM 30900,Biochemistry Laboratory,BCHM,,,
BCHM 32200,Analytical Biochemistry II,BCHM,,,
BCHM 36100,Molecules,BCHM,,,
BCHM 39000,Professional Development Seminar,BCHM,,,
BCHM 39100,Internship In Biochemistry,BCHM,,,
BCHM 40000,Biochemistry Study Abroad,BCHM,,,
BCHM 42100,R For Molecular Biosciences,BCHM,,,
BCHM 42200,Computational Genomics,BCHM,,,
BCHM 43400,Medical Topics In Biochemistry,BCHM,,,
BCHM 46200,Metabolism,BCHM,,,
BCHM 46500,Biochemistry Of Life Processes,BCHM,,,
BCHM 47500,Honors Course - Upper Division,BCHM,,,
BCHM 49000,Undergraduate Seminar,BCHM,,,
BCHM 49500,Special Assignments,BCHM,,,
BCHM 49800,Research In Biochemistry,BCHM,,,
BCHM 49801,Head Start To Biochemistry Research,BCHM,,,
BCHM 49900,Honors Thesis In Biochemistry,BCHM,,,
BCHM 52100,Comparative Genomics,BCHM,,,
BCHM 53600,Biological And Structural Aspects Of Drug Design And Action,BCHM,,,
BCHM 56100,General Biochemistry I,BCHM,,,
BCHM 56200,General Biochemistry II,BCHM,,,
BCHM 59500,Current Topics In Biochemistry,BCHM,,,
BCHM 60100,Critical Thinking And Communication In Biochemistry I,BCHM,,,
BCHM 60200,Critical Thinking And Communication In Biochemistry II,BCHM,,,
BCHM 60300,Introduction To Graduate Research In Biochemistry I,BCHM,,,
BCHM 60400,Introduction To Graduate Research In Biochemistry II,BCHM,,,
BCHM 60501,Macromolecules,BCHM,,,
BCHM 61000,Regulation Of Eukaryotic Gene Expression,BCHM,,,
BCHM 61100,Chromatin Biology And Chromosome Dynamics,BCHM,,,
BCHM 61200,Bioinformatic Analysis Of Genome Scale Data,BCHM,,,
BCHM 61501,Pathways,BCHM,,,
BCHM 62000,Protein Mass Spectrometry And Proteomics,BCHM,,,
BCHM 64000,Metabolic Plant Physiology,BCHM,,,
BCHM 69000,Seminar In Biochemistry,BCHM,,,
BCHM 69500,Special Topics In Biochemistry,BCHM,,,
BCHM 69800,Research MS Thesis,BCHM,,,
BCHM 69900,Research PhD Thesis,BCHM,,,
BIOL 11000,Fundamentals Of Biology I,BIOL,,,
BIOL 11100,Fundamentals Of Biology II,BIOL,,,
BIOL 11200,Fundamentals Of Biology,BIOL,,,
BIOL 11300,Fundamentals Of Biology,BIOL,,,
BIOL 11500,Biology Resource Seminar,BIOL,,,
BIOL 12100,"Biology I: Diversity, Ecology, And Behavior",BIOL,,,
BIOL 13100,"Biology II: Development, Structure, And Function Of Organisms",BIOL,,,
BIOL 13500,First Year Biology Laboratory,BIOL,,,
BIOL 14501,First Year Biology Laboratory With Neuro Research Project,BIOL,,,
BIOL 14503,First Year Biology Lab: Disease Ecology-Honors,BIOL,,,
BIOL 19500,Special Assignments,BIOL,,,
BIOL 19700,Biology Freshman Honors Seminar,BIOL,,,
BIOL 20100,Human Anatomy And Physiology,BIOL,,,
BIOL 20200,Human Anatomy And Physiology,BIOL,,,
BIOL 20300,Human Anatomy And Physiology,BIOL,,,
BIOL 20400,Human Anatomy And Physiology,BIOL,,,
BIOL 20500,Biology For Elementary School Teachers,BIOL,,,
BIOL 20600,Biology For Elementary School Teachers,BIOL,,,
BIOL 22100,Introduction To Microbiology,BIOL,,,
BIOL 23000,Biology Of The Living Cell,BIOL,,,
BIOL 23100,Biology III: Cell Structure And Function,BIOL,,,
BIOL 23200,Laboratory In Biology III: Cell Structure And Function,BIOL,,,
BIOL 24100,Biology IV: Genetics And Molecular Biology,BIOL,,,
BIOL 24200,Laboratory In Biology IV: Genetics And Molecular Biology,BIOL,,,
BIOL 28600,Introduction To Ecology And Evolution,BIOL,,,
BIOL 29199,Cooperative Experience I,BIOL,,,
BIOL 29299,Cooperative Experience II,BIOL,,,
BIOL 29300,Sophomore Seminar: Planning Your Future In Biology,BIOL,,,
BIOL 29400,Biology Research,BIOL,,,
BIOL 29500,Special Assignments,BIOL,,,
BIOL 31200,Great Issues Genomics And Society,BIOL,,,
BIOL 31800,The COVID-19 Pandemic,BIOL,,,
BIOL 32101,Experimental Design And Quantitative Analysis Honors,BIOL,,,
BIOL 32800,Principles Of Physiology,BIOL,,,
BIOL 36700,Principles Of Development,BIOL,,,
BIOL 36701,Principles Of Development Lab,BIOL,,,
BIOL 39300,Preparing For Your Future In Biology,BIOL,,,
BIOL 39399,Cooperative Experience III,BIOL,,,
BIOL 39499,Extensive Cooperative Experience IV,BIOL,,,
BIOL 39500,Special Assignments,BIOL,,,
BIOL 39599,Extensive Cooperative Experience V,BIOL,,,
BIOL 39600,Premedical Planning Seminar,BIOL,,,
BIOL 39699,Professional Practice Internship,BIOL,,,
BIOL 39800,Biology Teaching,BIOL,,,
BIOL 41500,Introduction To Molecular Biology,BIOL,,,
BIOL 41600,Viruses And Viral Disease,BIOL,,,
BIOL 42000,Eukaryotic Cell Biology,BIOL,,,
BIOL 43200,Reproductive Physiology,BIOL,,,
BIOL 43600,Neurobiology,BIOL,,,
BIOL 43800,General Microbiology,BIOL,,,
BIOL 43900,Laboratory In General Microbiology,BIOL,,,
BIOL 44100,Biology Senior Seminar In Genetics,BIOL,,,
BIOL 44201,Introductory Module: Protein Expression,BIOL,,,
BIOL 44202,Animal Physiology,BIOL,,,
BIOL 44203,Bacterial Synthetic Biology Laboratory,BIOL,,,
BIOL 44205,Introduction To LabVIEW,BIOL,,,
BIOL 44207,Exploration Of Protein Structure,BIOL,,,
BIOL 44211,Laboratory In Anatomy And Physiology,BIOL,,,
BIOL 44212,Microscopy And Cell Biology,BIOL,,,
BIOL 44215,Multidisciplinary Design Of Systems And Devices For Physiology Measurements,BIOL,,,
BIOL 44400,Human Genetics,BIOL,,,
BIOL 44600,Molecular Bacterial Pathogenesis,BIOL,,,
BIOL 47500,Senior Seminar In Neurobiology,BIOL,,,
BIOL 47800,Introduction To Bioinformatics,BIOL,,,
BIOL 48100,Eukaryotic Genetics,BIOL,,,
BIOL 48300,Great Issues: Environmental And Conservation Biology,BIOL,,,
BIOL 49400,Biology Research,BIOL,,,
BIOL 49500,Special Assignments,BIOL,,,
BIOL 49700,Biology Honors Seminar,BIOL,,,
BIOL 49800,Biology Teaching,BIOL,,,
BIOL 49900,Biology Honors Thesis Research,BIOL,,,
BIOL 51600,Molecular Biology Of Cancer,BIOL,,,
BIOL 51700,Molecular Biology: Proteins,BIOL,,,
BIOL 52900,Bacterial Physiology,BIOL,,,
BIOL 53300,Medical Microbiology,BIOL,,,
BIOL 53601,Biological And Structural Aspects Of Drug Design And Action,BIOL,,,
BIOL 53700,Immunobiology,BIOL,,,
BIOL 53800,"Molecular, Cellular, And Developmental Neurobiology",BIOL,,,
BIOL 54100,Molecular Genetics Of Bacteria,BIOL,,,
BIOL 54200,Modular Upper-Division Laboratory Course,BIOL,,,
BIOL 54900,Microbial Ecology,BIOL,,,
BIOL 55001,Eukaryotic Molecular Biology,BIOL,,,
BIOL 55900,Endocrinology,BIOL,,,
BIOL 56200,Neural Systems,BIOL,,,
BIOL 56310,Protein Bioinformatics,BIOL,,,
BIOL 58000,Evolution,BIOL,,,
BIOL 58010,Teaching Evolution: Online Course,BIOL,,,
BIOL 58210,Ecological Statistics,BIOL,,,
BIOL 58705,Animal Communication,BIOL,,,
BIOL 59100,Field Ecology,BIOL,,,
BIOL 59200,The Evolution Of Behavior,BIOL,,,
BIOL 59500,Special Assignments,BIOL,,,
BIOL 60000,Bioenergetics,BIOL,,,
BIOL 60200,Cellular Neurobiology,BIOL,,,
BIOL 61100,Crystallography Of Macromolecules,BIOL,,,
BIOL 62000,Advanced Topics In Eukaryotic Cell Biology,BIOL,,,
BIOL 64700,Membrane Protein Structural Biology,BIOL,,,
BIOL 65001,Techniques In Molecular Biology,BIOL,,,
BIOL 65200,Advanced Ecology Discussion,BIOL,,,
BIOL 66200,Seminar Methods And Professional Development I,BIOL,,,
BIOL 66300,Seminar Methods And Professional Development II,BIOL,,,
BIOL 69100,Biological Research Methods,BIOL,,,
BIOL 69500,Special Assignments,BIOL,,,
BIOL 69600,Seminar,BIOL,,,
BIOL 69800,Research MS Thesis,BIOL,,,
BIOL 69900,Research PhD Thesis,BIOL,,,
BME 19500,Selected Topics In Biomedical Engineering,BME,,,
BME 20100,"Biomolecules: Structure, Function, And Engineering Applications",BME,,,
BME 20400,Biomechanics Of Hard And Soft Tissues,BME,,,
BME 20500,Biomolecular And Cellular Systems Laboratory,BME,,,
BME 20600,Biomechanics And Biomaterials Laboratory,BME,,,
BME 20700,Bioinstrumentation And Circuit Theory,BME,,,
BME 21400,Introduction To Biomechanical Analysis,BME,,,
BME 25600,Physiological Modeling In Human Health,BME,,,
BME 29000,Frontiers In Biomedical Engineering,BME,,,
BME 29199,Cooperative Experience I,BME,,,
BME 29299,Cooperative Experience II,BME,,,
BME 29500,Selected Topics In Biomedical Engineering,BME,,,
BME 29600,Biomedical Engineering Projects,BME,,,
BME 30100,Bioelectricity,BME,,,
BME 30400,Biomedical Transport Fundamentals,BME,,,
BME 30500,Bioinstrumentation Circuit And Measurement Principles,BME,,,
BME 30600,Biotransport Laboratory,BME,,,
BME 31400,Experimental Methods In Biomechanics,BME,,,
BME 35600,Mathematical Models And Methods In Physiology,BME,,,
BME 36000,Introduction To Biomedical Imaging,BME,,,
BME 36600,Foundations Of Biomedical Data Science,BME,,,
BME 38000,Professionalization In Biomedical Engineering,BME,,,
BME 38900,Junior Experimental Design Laboratory,BME,,,
BME 39000,Professional Development And Design In Biomedical Engineering,BME,,,
BME 39399,Cooperative Experience III,BME,,,
BME 39499,Extensive Cooperative Experience IV,BME,,,
BME 39500,Selected Topics In Biomedical Engineering,BME,,,
BME 39599,Extensive Cooperative Experience V,BME,,,
BME 39699,Professional Practice Internship,BME,,,
BME 40100,"Mathematical &amp; Computational Analysis Of Complex System Dynamics In Biology, Medicine, &amp; Healthcare",BME,,,
BME 40500,Biomedical Engineering Design Project,BME,,,
BME 41000,Neural Engineering,BME,,,
BME 43000,Introduction To Bioimaging,BME,,,
BME 44000,Computational Mechanics In Biomedical Engineering,BME,,,
BME 45000,Deep Learning For Medical Imaging,BME,,,
BME 46000,Cardiovascular Mechanical Support And Devices,BME,,,
BME 47000,Biomolecular Engineering,BME,,,
BME 48800,Preliminary Senior Project Design,BME,,,
BME 48900,Senior Design Project Lab,BME,,,
BME 48901,Senior Design Project,BME,,,
BME 49000,Professional Elements Of Design,BME,,,
BME 49500,Selected Topics In Biomedical Engineering,BME,,,
BME 49800,Biomedical Engineering Projects,BME,,,
BME 50100,Multivariate Analyses In Biostatistics,BME,,,
BME 51100,Biomedical Signal Processing,BME,,,
BME 51500,Practical MRI And Applications,BME,,,
BME 52100,Biosensors: Fundamentals And Applications,BME,,,
BME 52800,Measurement And Stimulation Of The Nervous System,BME,,,
BME 54000,Biomechanics,BME,,,
BME 55100,Tissue Engineering,BME,,,
BME 55300,Biomedical Optics,BME,,,
BME 55500,Magnetic Resonance Imaging Theory,BME,,,
BME 55600,Introduction To Clinical Medicine For Engineering Solutions,BME,,,
BME 56100,Preclinical And Clinical Study Design,BME,,,
BME 56200,Regulatory Issues Surrounding Approval Of Biomedical Devices,BME,,,
BME 56300,Quality Systems For Regulatory Compliance,BME,,,
BME 56400,Ethical Engineering Of Medical Technologies,BME,,,
BME 58100,Bio-Micro-Electro-Mechanical Systems,BME,,,
BME 58300,Biomaterials,BME,,,
BME 59500,Selected Topics In Biomedical Engineering,BME,,,
BME 60000,Mentoring For Combined Degree,BME,,,
