courseNumber,name,departmentCode,description,credits,professorName
BME 64600,Deep Learning - Theory And Practice Of Deep Neural Networks,BME,,,
BME 68300,Polymers In Biomedical And Pharmaceutical Systems,BME,,,
BME 69000,Seminar In Biomedical Engineering,BME,,,
BME 69500,Advanced Topics In Biomedical Engineering,BME,,,
BME 69600,Advanced Biomedical Engineering Projects,BME,,,
BME 69699,Biomedical Engineering Professional Practice Graduate Internship,BME,,,
BME 69700,Directed Reading In Biomedical Engineering,BME,,,
BME 69800,Research MS Thesis,BME,,,
BME 69900,Research PhD Thesis,BME,,,
BTNY 11000,Introduction To Plant Science,BTNY,,,
BTNY 12000,Principles Of Plant Biology I,BTNY,,,
BTNY 12100,Principles Of Plant Biology II,BTNY,,,
BTNY 20700,The Microbial World,BTNY,,,
BTNY 20800,Introduction To Plant Science Research,BTNY,,,
BTNY 26200,Plant Structure And Tissue Biology,BTNY,,,
BTNY 27500,Honors Course - Lower Division,BTNY,,,
BTNY 28500,Plants And Civilization,BTNY,,,
BTNY 29800,Research In Plant Science,BTNY,,,
BTNY 30100,Introductory Plant Pathology,BTNY,,,
BTNY 30200,Plant Ecology,BTNY,,,
BTNY 30400,Introductory Weed Science,BTNY,,,
BTNY 30500,Plant Evolution And Taxonomy,BTNY,,,
BTNY 35000,Biotechnology In Agriculture,BTNY,,,
BTNY 39000,Selected Topics In Plant Science,BTNY,,,
BTNY 40000,Botany And Plant Pathology Study Abroad,BTNY,,,
BTNY 42000,Plant Cellular And Developmental Biology,BTNY,,,
BTNY 43100,Planning For International Engagement Methods,BTNY,,,
BTNY 43110,International Engagement Methods,BTNY,,,
BTNY 43120,Evaluating International Engagement Methods,BTNY,,,
BTNY 47500,Honors Course - Upper Division,BTNY,,,
BTNY 49700,Undergraduate Seminar,BTNY,,,
BTNY 49800,Research In Plant Science,BTNY,,,
BTNY 49900,Thesis Research,BTNY,,,
BTNY 50400,Advanced Weed Science,BTNY,,,
BTNY 50500,Advanced Biology Of Weeds,BTNY,,,
BTNY 52500,Intermediate Plant Pathology,BTNY,,,
BTNY 53500,Plant Disease Epidemiology,BTNY,,,
BTNY 55000,Biology Of Fungi,BTNY,,,
BTNY 55101,Plant Responses To The Environment,BTNY,,,
BTNY 55200,Molecular Approaches In Plant Biology,BTNY,,,
BTNY 55300,Plant Growth And Development,BTNY,,,
BTNY 55800,Pathogens Of Plants,BTNY,,,
BTNY 56100,Survey Of Mathematical Biology,BTNY,,,
BTNY 56200,Plant Hormone Biology,BTNY,,,
BTNY 59000,Special Problems,BTNY,,,
BTNY 60500,Diagnosis Of Plant Diseases,BTNY,,,
BTNY 61300,Advanced Plant Pathology,BTNY,,,
BTNY 66000,Scientific Writing,BTNY,,,
BTNY 69100,Skills For Success In Grad School,BTNY,,,
BTNY 69700,Seminar In The Plant Sciences,BTNY,,,
BTNY 69800,Research MS Thesis,BTNY,,,
BTNY 69900,Research PhD Thesis,BTNY,,,
BCM 11201,Construction Surveying Fundamentals,BCM,,,
BCM 17500,Construction Materials And Methods,BCM,,,
BCM 21200,Construction Layout,BCM,,,
BCM 21500,Mechanical Construction,BCM,,,
BCM 21601,Electrical Construction,BCM,,,
BCM 23000,Mechanical And Electrical Systems,BCM,,,
BCM 25001,Construction Project And Administrative Management,BCM,,,
BCM 27500,Construction Plans And Measurements,BCM,,,
BCM 28500,Construction Mechanics,BCM,,,
BCM 30101,Introduction To Construction Company Financial Management,BCM,,,
BCM 31500,Mechanical Construction Estimating,BCM,,,
BCM 31600,Electrical Construction Estimating,BCM,,,
BCM 31700,Mechanical And Electrical Construction Management,BCM,,,
BCM 32000,Introduction To Disaster Restoration And Reconstruction Management,BCM,,,
BCM 33000,Introduction To Demolition And Reconstruction Management,BCM,,,
BCM 34000,Introduction To Healthcare Construction Management,BCM,,,
BCM 34100,Advanced Topics In Healthcare Construction Management,BCM,,,
BCM 34500,Scheduling,BCM,,,
BCM 35000,Construction Site Planning,BCM,,,
BCM 35501,Construction Site Supervision,BCM,,,
BCM 36000,Residential Construction,BCM,,,
BCM 36200,Construction Competition,BCM,,,
BCM 37500,Estimating,BCM,,,
BCM 38000,Concrete Construction,BCM,,,
BCM 38501,Soils In Construction,BCM,,,
BCM 41200,Field Engineering,BCM,,,
BCM 41700,Design/Build For Mep Contractors,BCM,,,
BCM 45500,Construction Company Management,BCM,,,
BCM 45701,Construction Safety,BCM,,,
BCM 46200,Residential Design Build,BCM,,,
BCM 47500,Construction Costs,BCM,,,
BCM 48701,Construction Capstone,BCM,,,
BCM 49700,Special Topics In Construction,BCM,,,
BCM 49900,Special Assignments,BCM,,,
BCM 51000,"Topics In Environmentally Sustainable Construction, Design And Development",BCM,,,
BCM 53500,Construction Accounting And Financial Management,BCM,,,
BCM 54000,Law For Construction Managers,BCM,,,
BCM 57200,Construction Research Fundamentals,BCM,,,
BCM 58100,Workshop In Building Construction Management Technology,BCM,,,
CHE 20000,Chemical Engineering Seminar,CHE,,,
CHE 20100,Cooperative Seminar I,CHE,,,
CHE 20500,Chemical Engineering Calculations,CHE,,,
CHE 21100,Introductory Chemical Engineering Thermodynamics,CHE,,,
CHE 29199,Cooperative Experience I,CHE,,,
CHE 29299,Cooperative Experience II,CHE,,,
CHE 30000,Chemical Engineering Seminar,CHE,,,
CHE 30100,Cooperative Seminar II,CHE,,,
CHE 30600,Design Of Staged Separation Processes,CHE,,,
CHE 32000,Statistical Modeling And Quality Enhancement,CHE,,,
CHE 33000,Principles Of Molecular Engineering,CHE,,,
CHE 34800,Chemical Reaction Engineering,CHE,,,
CHE 37700,Momentum Transfer,CHE,,,
CHE 37800,Heat And Mass Transfer,CHE,,,
CHE 38199,Professional Practice Co-Op I,CHE,,,
CHE 38299,Professional Practice Co-Op II,CHE,,,
CHE 38399,Professional Practice Co-Op III,CHE,,,
CHE 38499,Professional Practice Cooperative IV,CHE,,,
CHE 39399,Cooperative Experience III,CHE,,,
CHE 39499,Extensive Cooperative Experience IV,CHE,,,
CHE 39599,Extensive Cooperative Experience V,CHE,,,
CHE 39699,Professional Practice Internship,CHE,,,
CHE 40000,Chemical Engineering Seminar,CHE,,,
CHE 40100,Cooperative Seminar III,CHE,,,
CHE 41100,ChE Undergraduate Research,CHE,,,
CHE 41200,Chemical Engineering Design Research Problems,CHE,,,
CHE 42000,Process Safety Management And Analysis,CHE,,,
CHE 43500,Chemical Engineering Laboratory,CHE,,,
CHE 44200,Chemistry And Engineering Of High Polymers,CHE,,,
CHE 45000,Design And Analysis Of Processing Systems,CHE,,,
CHE 45600,Process Dynamics And Control,CHE,,,
CHE 46100,Biomedical Engineering,CHE,,,
CHE 46300,Applications Of Chemical Engineering Principles,CHE,,,
CHE 49500,Chemical Engineering Study Abroad,CHE,,,
CHE 49700,Special Topics In Chemical Engineering,CHE,,,
CHE 49800,Undergraduate Thesis Research I,CHE,,,
CHE 49900,Undergraduate Thesis Research II,CHE,,,
CHE 50100,Medical Devices - Development And Clinical Application,CHE,,,
CHE 52100,Principles Of Tissue Engineering,CHE,,,
CHE 52300,Engineering Applications Of Biological Molecules,CHE,,,
CHE 52500,Biochemical Engineering,CHE,,,
CHE 53600,Particulate Systems,CHE,,,
CHE 53800,Design And Processing Of Particulate Products,CHE,,,
CHE 54000,Transport Phenomena,CHE,,,
CHE 54300,Polymerization Reaction Engineering And Reactor Analysis,CHE,,,
CHE 54400,Structure And Physical Behavior Of Polymer Systems,CHE,,,
CHE 55100,Principles Of Pharmaceutical Engineering,CHE,,,
CHE 55300,"Pharmaceutical Process, Development And Design",CHE,,,
CHE 55400,Smart Manufacturing In Process Industries,CHE,,,
CHE 55500,Computer Integrated Process Operations,CHE,,,
CHE 55800,Rate-Controlled Separation Processes,CHE,,,
CHE 56000,Introduction To Energy Storage Systems,CHE,,,
CHE 56200,Battery Systems,CHE,,,
